distancia_km,duracion_horas,coste,num_paradas,carga_kg
153.70037377755145,5.966986772122091,78.06450288800693,1,3716.5627317836615
78.0282780000353,1.22966536991707,293.3584997221074,2,6607.61938971784
312.90531710658064,8.223335297171145,452.5909032352879,3,7591.718835813514
224.80609182123595,10.257063381672445,504.4673391550889,4,6832.497819995996
185.92870271114484,1.0,294.3664534441558,5,7954.332750559073
217.06279915848194,10.025459781960503,278.7740606641233,4,2731.614932324445
245.34203729649505,4.952595421843508,679.1232884880721,3,9474.229445612455
128.66480558539283,5.429170395265583,335.126782859986,11,5253.412586894741
345.36768245459547,3.4604178185960155,125.2497044183637,8,6908.70944037709
294.5117513119633,11.949604051638879,224.53158712231124,3,8282.062471638903
362.77020702746034,3.437253244728222,393.43825371146,14,6433.515932866128
304.2688963255142,8.468485277158564,401.92991410753024,8,5529.2353677045185
132.13720085448193,3.6118383013172255,161.30640436558292,2,9594.847191782344
484.9106725811873,4.808809453206885,121.20858159303214,4,6830.346079103679
332.7866064177886,9.255990594982471,282.9151511901087,13,4633.436358908246
262.1406969343907,1.0,295.5120399847105,6,4781.390493820424
178.5812322630908,1.4111743793455096,391.42595363654283,2,10394.947537299977
477.2398231235284,7.624127214089286,217.6022793900025,10,5963.867680637877
743.2081775810036,3.750732796416,704.3569727881309,5,500.0
20.0,4.732716687522464,402.3786701037489,5,3964.7793053277132
480.2935510610349,7.675562817278947,751.8685790751235,7,5828.2330655478545
280.65459232553746,4.332848022506338,245.48135041134273,2,500.0
315.17522524017437,7.285694132079593,322.3639668167214,5,7638.654872440216
280.4923694913658,7.333530655123372,50.0,14,7440.6891044543645
297.5055141834141,10.739193862667376,289.7596795163315,2,6072.527472115248
346.9645354559666,7.617600477060942,437.3142328465911,1,2408.9870476917486
72.66586723604792,3.950563362350364,362.39075245103004,11,5201.101339582746
283.76651403508345,1.0,51.591178097845045,12,2963.3690761613166
293.22057693776594,7.8728538728153366,404.5198515625511,3,3602.9842466210516
171.84331094376327,11.407906521245,307.8883992106501,7,2856.5736876129617
308.1593126592673,5.677238041397498,509.00270358654,14,4462.1552908952035
381.32637934130963,3.429464677986599,371.21749673285973,6,4833.371532744569
501.5248328288064,11.319013098284213,684.5812051731004,9,2514.289595988178
203.59724576233822,8.570159319410884,271.393743839339,7,5106.020488571119
664.0496420711842,7.226900060710866,233.0265301232086,12,8369.566188425018
433.78946301810606,2.711573621035307,626.5960498093787,6,5786.73865980969
273.8634791519665,8.176337954104364,435.27345476390775,9,1479.1830046713021
304.33457535923054,2.7704532369948818,105.91021445001081,6,4371.098068848
474.704538803424,6.1994358918018735,367.89710091789124,2,7372.322131913458
384.7222896281238,6.166166554982621,415.5916800821131,13,7702.3143741183585
252.6683753214789,7.512859458632932,408.02646082528656,9,11227.659574969826
441.63902812621484,4.3153156753597015,328.9461395737054,2,3427.4665208341403
348.31802279852786,6.501273584980935,331.18880885902485,8,8811.434251882913
340.59000077819525,4.900204036499406,134.21839954956073,12,7002.186011875567
647.1288026578653,1.0,418.9490160636484,9,5804.078375334531
227.87989230043613,6.825354047560639,369.5942645770184,10,2204.5048514004575
257.4950415391498,3.0058763999235634,276.4895383513791,2,6664.258966575113
352.5659442957518,8.958142479994049,383.3587302310336,2,6500.718623254691
579.7192751886853,4.533949625817806,243.52516423284428,4,3490.771123520055
527.0798151750479,8.858534470229845,413.6322441985516,14,500.0
423.13082017056297,4.245882230800282,490.8824187455716,14,11309.069835393177
154.10404110482847,7.4916767855351365,245.24158122042556,3,4114.134320947004
410.2947162350347,8.76597117025863,495.2049903828252,11,2296.2448243618205
442.9492706088927,1.4269467206637279,488.3085431912003,9,4575.292178275605
145.19762584226257,4.419094378520393,202.43816194034062,10,3236.827228737006
156.74257566336502,11.804583416438788,229.25359950174436,12,8563.062970963416
466.99601580818216,4.336822972054751,560.2545081432479,10,2706.3440128895613
48.27479843196369,8.800657919012462,542.5226990896224,6,8387.123168748214
463.364326396054,4.2248583636647865,709.3075202748922,9,3784.1880380014836
477.17031800445375,3.320387626290444,632.8094803193989,14,4905.717493432296
213.0338389141695,10.559610215458418,220.19696784774217,1,3394.686909206861
127.42226585220271,3.609312269479815,668.2669724452442,8,8217.019847659614
20.0,7.891921568604044,707.1159961510887,12,2863.3836831826666
370.6000782201988,6.5232732612465325,643.8031692893078,5,8206.219436209916
610.2064823128883,5.8690355040416895,388.65068873419006,12,5121.639846316207
362.5408158196316,8.219499346870256,491.0356495267879,12,3024.279421573902
92.92856138786743,4.282752686135381,616.9668309430293,1,3936.128499712282
40.89447658110373,2.6879843831487786,492.5165195451351,7,4583.2375195434315
262.9219816836248,3.5942847963893496,459.93840612454005,6,4890.581352221892
687.9602086456201,11.287708101563648,488.6918674052276,3,4798.539825834369
685.0154072402246,6.89451422072072,513.110542772185,7,500.0
143.5329089852899,6.1648667694895645,472.6888553697582,2,6331.60615057924
56.86841590055934,8.26347724602881,737.8221902079765,13,9347.06422674096
225.5456613695108,5.177952770163957,883.7408383889384,4,3086.7768615840396
109.83806490808914,1.6586224032120018,450.82029728906,6,3588.0939331458076
228.48494546766958,1.0,412.92585853941443,9,2929.4915021961833
579.2433504056935,2.520457389887957,519.1486758280871,1,4832.2029319426465
730.7201404328041,5.271629930117203,294.32209323017605,10,6219.573708765745
312.0131303186895,5.278225782577206,584.889187117093,1,5185.306839089949
114.0141527353272,5.632529421513877,50.0,11,7142.949180464125
383.6268681644148,7.107932481473272,421.37490645488106,5,6650.625797215702
247.52279184102792,3.7093710251101686,350.89896374288605,5,4821.597504239479
197.77907045053988,7.7496471932810405,627.6134788931829,11,8033.365974701222
331.90899320141426,5.586312148785578,393.74923576653515,5,6198.989026614581
508.10307934083505,6.670641962284948,334.97348880978564,2,6550.640460858871
329.6501190606664,7.147356085021704,830.9534661060547,6,1548.81930046256
159.18713956266774,8.201095273253802,270.5440189697603,6,6369.128901596991
282.8722733924339,8.629921640189579,223.8117534453516,13,7029.120041976823
432.9821539701089,8.847376701682812,311.8016642157925,13,2334.9800172531513
231.05889448504468,5.6643419296255715,535.3523354204293,11,4902.901441242416
427.28818182514374,6.019448654342099,323.91501287132417,3,6133.788463231455
254.56963079318956,4.772728906417848,753.3561928638426,8,2696.9767353349794
589.6578832139021,10.22203227082089,500.9049164437715,9,4782.424459979783
109.46946423686731,7.183629957169366,111.29428104225696,5,4748.499943395842
168.0769502190235,10.58525989428257,570.2249484813541,12,3360.807503996085
167.20293104676043,8.517888486351719,222.06893365367412,7,8244.778593111489
531.6879681282148,10.047579677095241,401.5573514512499,1,4990.34134438327
132.0064325703885,5.053074309203074,556.5852251800388,14,4865.737231104809
352.06723194059293,1.0,629.1108470115103,10,6668.193746802264
395.6256036098663,6.460981668350959,315.1304937672027,12,7535.466143843905
648.3234570410544,2.4827245613057745,50.0,11,7182.104918299548
276.70454561614713,8.097591414101664,719.9178379981365,9,5998.791279141824
373.71289591232437,7.928572741318811,816.8112694626336,10,1674.0926808666536
85.73849708447102,4.843570057695189,464.8924835091949,5,4263.292632568948
509.59734664488184,6.525760094699404,50.0,2,5369.627228973147
91.34965949770094,6.417533286729552,413.9187218240091,1,3190.372452193089
106.69251611995207,7.452323688871494,472.29588052880496,14,3644.6759889548675
20.0,9.564813780504588,521.5809346696249,14,11051.659390701308
24.32550880759908,6.928896726309591,65.02978061860068,5,8162.639969930338
251.37929052822744,7.716609632726543,724.909195806078,14,2809.9522062778856
540.1724509661957,1.0,278.2000321242344,8,4902.392831981711
550.0878470158262,3.2807540763246577,66.89788382616928,8,7870.859812898396
299.3630931308453,9.589746154864567,537.142468869108,4,5289.450858114465
568.4286640410056,10.23692987787145,382.0102604607676,2,3218.527449548171
219.8914018940644,11.326028714297937,478.48357913207644,12,2393.9704289963497
376.9426014994811,5.31989389067424,50.0,14,4690.283904423887
338.7767606196645,10.35619937131765,603.8065786957587,13,4744.272975755109
430.77536485684,3.519777954076074,380.23732425332395,3,7676.672067527072
168.7921519407683,9.3399404293653,762.7419905022211,14,6312.935490518837
398.91947104314596,3.4365881711479007,670.2930331300782,8,4761.070306594361
577.3116852542995,7.33933220043772,479.5195150139882,14,6828.125300312393
89.72837001198661,1.9905880142504415,558.9807989089084,7,4220.81833103714
20.0,2.380552243528816,853.3151785006044,3,9348.725700151492
683.189660503004,11.405740078485714,643.98555060518,9,3731.532320871507
415.7895089581416,7.10678082827603,307.8257781822635,10,3830.647140635346
109.02520892660147,4.293462410621734,50.0,3,8187.827618807644
405.1871831379441,12.540272506878908,203.65674626168982,9,7697.137395943195
406.52806617810114,5.417063067568355,767.7803399085503,1,5275.339416113731
207.40718669568884,12.98638367570479,546.4131915359989,14,3162.696499280667
133.49374202334224,2.5179241979184797,432.0212842475112,10,9276.009558839069
354.22847630746895,1.0,550.5968749267768,10,5289.478562901113
329.6494227726192,6.754810589146299,844.7242563891025,12,6957.465230956509
273.06428925965076,2.677896120368797,403.3756466330174,5,5138.675683923496
163.8449415945348,1.0,579.9825865429189,12,5824.701240038684
169.19409546453684,9.710788417699044,431.2463938838303,9,3711.6068765217233
289.62547497567436,5.0545426826420785,677.862250609463,6,5003.197098693345
278.7238975123715,1.0,305.6619504017963,2,6513.414220146318
308.5150511819869,9.521858960279566,765.1519314337529,5,5730.773170840627
543.6239515272907,1.0,441.4732432038189,4,500.0
89.71044150269478,1.0,473.9966805127062,7,4743.190796158804
430.2537229393756,5.082544889632224,231.2501532344913,1,4749.099416640222
89.15066456743358,4.513898509793148,292.81531279295274,9,8384.572781795578
235.5421571123419,3.2963942590823296,267.5880017121656,6,6174.904356057505
638.2055383121526,10.717122932197986,275.4317914906587,1,500.0
771.4420013923027,6.773097775487633,382.98714943361585,3,3784.467971519155
335.471631170966,2.483773342208269,203.14489281863393,10,1134.4646048670088
491.36422725186014,5.308574729696751,487.9957989321696,1,8474.1523947181
420.04035534205696,1.1645525048643472,322.6017669791707,11,8222.236193574092
465.4621001541023,9.73946290882467,616.7260942364987,10,5037.895218832179
182.24932738076362,5.995960392173036,50.0,6,7785.062882424832
667.4376076584576,2.8628183877766187,274.1953255936094,9,996.373283213949
587.1665212193274,5.229803355432352,663.430424506653,14,2633.019828748124
477.5169350888975,9.283774931379607,433.4440988223128,14,4062.586151318908
500.8277958000493,10.027641212033807,577.5407462621881,8,5234.432228531281
629.4998650569164,7.126601271008582,50.0,4,2367.991224885297
450.8753231098261,6.918515692748447,217.73168750353662,5,4098.930642984486
169.4286908397157,9.14025441534192,308.45640366201997,13,6486.358585099639
721.867261085755,7.38105872415464,510.52527262763857,14,2444.970068285385
288.60801335788517,1.0,122.76427367053208,3,5727.3150506887005
108.27375919393458,8.584029875460319,438.25005474571134,3,5938.392027507698
307.37054074648165,4.974545450043516,366.8866618432771,9,7943.03232214683
689.8463148153099,7.643327839475868,461.5779943559268,5,9041.638091988898
772.0751489526634,11.394414158666372,558.7800725483055,3,2717.0514494593444
110.76693817036869,5.643752912297966,175.3142224357753,14,5035.33437685049
189.95600143931142,3.9948399499373295,619.9257508834407,2,3830.054592728231
20.0,5.211523847903407,560.6146668745109,1,5661.779022153144
141.67996296862836,2.456810519374078,441.5791867456865,3,5876.390457173415
349.08260052966125,7.953979297846816,481.3140360884317,11,3334.6651187867274
405.23441766744014,5.326031743776334,558.477362864879,14,5192.385096989015
21.151714090914652,7.71247763761016,288.07833875599454,3,8371.172018547626
314.6302202217521,5.66105872035313,569.6305084021025,9,5799.344669985126
250.96739758765338,8.090003859675816,621.6455484438644,5,5267.360007044221
319.0933464939937,11.208942803030595,256.89663520285967,7,8292.038234870051
346.6022768170769,5.75624223925344,451.4484765631652,12,6189.858803213264
559.7387876463029,4.2637456445624125,401.86540143427834,14,10024.216005621154
349.9239619558704,6.105536352618525,755.6935667246248,2,2859.7536710299087
20.0,4.853742526206643,531.4272814994365,13,5179.229713999908
575.4359509468306,7.054196872752346,282.13242801438435,7,4051.725596554564
675.217105437651,1.0,556.1071918533237,6,5332.857586204099
231.92004454801304,5.646005918081973,50.0,4,6159.332682035538
600.8821773707028,7.403172078475084,915.591265903128,1,5208.726641281489
401.37961354881463,11.029361446001277,861.679892590057,6,3452.783693650972
342.6610583355134,6.1293719532731785,58.414653497490406,5,5430.385550480285
239.62045859351105,1.0,308.3962523203935,3,9436.298847477678
78.75483032467417,3.1908949950256025,741.5416306601235,10,6708.990474183706
213.64874702707587,6.599476288858878,50.0,6,6887.762467303484
558.0473342353632,7.022338423832817,249.85563114455033,6,4983.071933287758
20.0,4.345450295135154,757.4568122874133,11,6335.893232689137
586.4157912143982,5.932835825893877,469.0042927942364,6,6609.205483682379
585.4139616012127,6.927950682785354,563.4632758434414,4,4286.200605026262
251.18926692918933,7.2473777402173125,192.95044868642782,7,10652.973972999014
326.13567107321524,5.993382958613508,501.8811906081231,3,5228.580907796297
146.46427649293466,2.1691891735104347,85.02364318169089,5,5136.471887317022
137.12992824126596,5.4300156820726855,148.7138784818021,9,1399.826659085455
560.3313632062076,3.7663412915482724,682.5185590923131,5,2125.961836137142
406.7770326945114,7.260159732123107,582.4504117425363,5,5954.810553571457
85.50625846532728,3.3248088184666553,74.55093852115505,6,7462.827072761094
302.31770391911607,9.951396384530907,629.4622829699433,6,4156.976191757078
253.79046373708263,6.0877945289837845,337.5503865742993,11,3697.0688651553037
340.4987866546774,3.8591824864367434,701.5093235459934,9,5576.22991334504
20.0,1.0,558.550297960654,3,6213.237496342131
613.7853970393411,3.42715009818498,232.5273098932646,6,2231.5935279237433
556.0223458007438,7.83602979764203,631.5676584695068,11,5269.513293549348
286.2816686520602,8.683628825623193,368.17983561996033,9,5750.689621555869
185.76752461263055,8.122473792974422,575.7460886227502,1,3845.0889433606835
757.3868474037073,3.3912048863175333,328.07215787723817,1,4376.875664388108
292.76667279167236,9.346896745751792,418.0689866878702,12,7628.725975544755
20.0,7.013160828533163,443.5320173780303,8,4565.468335435423
765.4918594643884,8.40814454682329,599.8989516189341,1,862.697987759786
40.47812498620925,3.3145581137498454,369.4289717519149,4,8721.27016532236
533.0143732989761,3.3164140497587145,582.8944814920179,2,6935.39264891047
96.77091999497301,5.8196890772740275,337.5337578902016,2,2910.1797352640215
430.37178928758004,8.626751146719052,481.38277573024766,2,3350.928545823269
385.94912184878183,5.183431615310813,194.1605411570359,5,2530.885430271726
314.1466153139637,4.556423212902815,247.304082326191,7,967.8733388422379
115.38048155064763,2.036596197342724,599.5495710702771,12,4047.69199853223
481.33873252051865,3.61589713015476,559.6325379417115,13,5676.7106488587715
314.0936301232605,5.991671985363997,276.1283717721169,1,4016.921654787225
406.38394405915267,2.1566861263088892,281.44328936543053,11,4669.94439714351
50.14163746493335,2.1847540336470317,50.0,9,7592.692738171782
220.97695913055293,1.0,616.574602169965,8,4126.194347857252
386.9101260863408,6.073107992425495,113.79352298314296,13,6883.801692902136
268.0473019197921,1.0,227.3372521214753,13,2249.393079230332
244.72577571467144,3.908022406639293,509.3225029504763,8,4001.8318390766585
663.0708065754366,3.9369004297068093,614.9038996871927,7,1542.874273167662
279.77762536310985,5.891400333928636,522.0390126659422,6,2723.152647512157
149.6776666247416,10.691634241333446,548.6108335225122,11,1052.6056476333279
393.05812402419383,10.518123142707731,559.8660532274072,10,7214.290189818816
364.5071837067103,6.665292822243068,521.3666628596533,11,3326.5532702356604
366.3547773915893,2.573675073725747,130.40998754807947,4,6642.15776240897
635.4488284627009,12.910690693436782,107.33833382749623,2,1695.0292021886012
163.46656331704176,6.904228424723687,170.69293239973456,5,5867.438302850114
401.78739797956564,9.200090881366446,500.5014255097709,13,4469.75378487919
334.6577371415088,4.547972990764023,501.7100681385986,10,500.0
174.42168294983233,7.051971363129774,581.4681007296142,9,5497.038185761117
587.5588487855063,10.999193587039908,214.23868406030306,14,827.7195819852204
511.3723029126444,6.029901302842815,348.55601732130896,1,6634.906204658186
330.7211557163335,3.9336091530281823,738.1985878057892,5,4621.027678599017
256.9421992315057,9.79940251800854,253.03322171177572,7,3285.3323492650998
251.48046604103297,5.289596899649603,422.29794937680674,8,2373.9494104398373
668.7890694468188,6.4482801915357015,371.20857659042497,4,7431.236821369197
311.71957011939804,1.0,177.38122640183676,13,5096.260693604649
475.12365317006845,4.965987359950309,149.18951471314594,10,5284.6838192776
488.7294844891193,10.639927269048336,542.8880872493739,7,2461.9037236110107
753.2466551565335,5.915564496266251,317.22455695549957,2,6717.611730721574
701.2460945911149,4.315210605506964,287.563683196478,8,7191.755034552177
382.15466182514507,9.28641258201932,262.8346245000712,2,6426.743682377362
528.1876967251976,5.255206746093005,567.8833426431993,5,964.0956493946846
480.3435995790721,6.586247516122307,587.9139767688439,12,3575.8303931993514
296.72734592012074,6.625627785640429,450.46846785927033,2,845.3810401322289
306.56390160391,8.198029390851442,273.69629322465335,9,6364.023435687835
210.02280764637482,9.602900184090979,653.48218620656,2,6620.563567822703
658.0758323487164,1.0,1015.5811958479946,14,7126.753211428936
422.7406148989197,9.090913844806426,703.3276758145803,1,4352.456743443672
26.1976688007544,5.798721628298018,231.9208950096638,9,6924.608153436543
285.2428922498564,1.0,424.83375571547083,13,7484.430745272861
381.17818687380645,4.470234040584208,451.6812506868442,14,8229.630762710056
368.9506335178059,5.400507654689905,589.0263790673092,8,3634.6864000541054
578.9125407035758,7.248344592710088,564.6107878789742,14,1753.018772298201
158.91932871418672,7.507993316905131,112.95398647915601,14,5712.938394228004
571.9829101910393,13.660975849981044,423.4712710666795,12,5422.562450756194
588.0304797413568,7.715076547487562,361.4873569615478,7,6232.275667675402
264.6954397333717,3.0082098658116587,683.4575678829308,3,5776.14112479532
151.0797786960523,6.997598631793339,693.5834393652062,2,500.0
117.07205912553698,9.756859015333013,320.1636732207613,7,10581.182589326829
458.3760047511804,3.4793323295806733,533.2803339106086,4,867.9281105698419
357.70953895950277,7.115082161346089,631.1303931821803,5,5076.268193955185
88.23822727181147,2.810429546072239,450.7210027592777,2,4792.465185129896
507.0895857120303,4.6989819824010866,638.2627303250129,4,2915.280174467128
174.9603591747732,5.720898046434546,308.01190739786887,4,5189.777763121411
77.53854583083671,6.178334286187058,378.39399939577385,8,8000.629060828322
233.69694893641338,5.0494535684932345,363.3397573687008,1,500.0
250.2312891644715,5.575961349457696,498.6763896287261,9,4394.979732274919
633.722764890548,8.025168467333438,504.2469392841691,4,4830.837975599549
498.2321338155303,11.830190487364177,283.4057986782555,4,8408.04937778807
20.0,1.728822222937315,572.6123110765793,10,2437.461765997554
688.6973007472482,6.024507032101835,301.84735846805245,14,3638.940898268793
570.002095913379,5.748562307857051,390.505786408826,2,4610.534286811539
255.5177610645164,1.0,50.0,7,5777.460605361912
557.6928116444436,7.716889413796378,399.43072785498947,5,4456.1404977959955
135.26583422136014,1.0,292.09170195892455,14,10187.210045933662
349.300744026219,3.700758508651447,140.74188319050012,11,8784.691961800183
700.8538595906662,6.873558228612561,113.13892221261301,3,500.0
275.1912389116274,5.433945798258158,269.7203828974716,11,7379.417162852136
311.2546703545582,3.586376184219602,293.1218445707897,4,7872.399623843727
367.5821886849261,11.65671029792381,465.9095130053886,13,5688.959769449629
657.424438034369,2.193506587264866,185.07098469810802,14,6285.8340787596235
714.2952363672582,5.37786129478728,552.2760768786898,6,2311.1155742846236
385.8754127345464,9.469001142254491,644.5847496314615,11,6556.740779628653
491.74678033333566,6.780802819084352,474.777969408026,8,5387.989819793488
597.439102028376,7.677878237638534,50.0,2,4545.986399910959
199.20988837314974,7.4952147671797995,541.8752818811965,11,8656.008833466112
300.0291920734793,6.218187296864513,631.6125779052563,13,3481.0655605909005
678.8353295538062,9.179319983911732,425.89041364426015,3,500.0
248.38491524519355,5.247191108559078,488.5343180919304,7,5622.448567650033
622.1305208422987,3.582171859450577,618.150136091458,9,4000.348185300304
20.0,10.094539189613847,307.6971340716482,1,5094.816473331688
450.15124366799625,4.197912160033278,337.30741043661163,9,3071.264997769059
393.75693867127103,7.5806460075927316,538.7089236779557,1,5717.29021729612
629.3484292999813,5.741011077116159,191.34841415460104,4,2547.353898911849
548.53785383463,9.00881915205948,400.6367685533629,11,6375.007761919598
469.8328441473173,5.539248765812906,50.0,3,9071.986272133738
158.80027234861797,5.223876487679861,166.40326146632148,6,5098.956246230186
229.83715568028555,8.052588526497852,738.1947639776686,12,2013.2855485617524
511.0489521325004,12.234720361192027,323.7892032317068,4,1746.8401669513828
370.9229881150975,8.789461444010612,472.7375416352365,10,3803.482720377496
847.3731237373219,13.393452158324042,348.7105758872965,13,4287.30560700279
460.31293248066186,3.3341527964177606,285.8672026281638,5,6605.220983389203
146.99925801788618,4.555425902109045,332.1394917660885,4,1681.8119597654245
228.59268743365368,8.816060005302173,172.57519202015837,2,4979.712213882346
257.05263890610314,5.047820468464383,373.7757168790337,13,8197.440256235477
680.8513995208073,9.143260174516502,369.10613440791377,2,2788.70224344957
530.3772586363981,4.61725997563988,425.66224919476826,5,5511.381029255191
492.2776074883584,6.596515126168358,173.35934760704163,12,9532.46462367506
417.3668521488738,5.03328915549111,283.7758375012196,6,2011.7091639682494
244.30608038449606,9.162802987737681,588.2621081091775,5,2965.4064023837323
439.82154583820284,6.501698050146517,596.4092234327868,12,4017.2243770077566
83.93204161205296,3.401732781340435,104.43622008677016,7,10957.640719214076
606.1820461595323,7.490782418748625,557.7273204970481,8,7642.583673064166
297.30268405177867,8.353386661349926,424.25473632594964,1,3180.9292238034786
427.8751838195916,1.0,468.66191001638174,4,1064.0153584065092
115.91428637686622,7.651766245799678,565.4352523571733,3,5088.999689251525
150.43559821921409,4.57184715850101,629.2730134327184,3,6078.322000392324
222.14214284055663,6.785771905011324,50.0,3,3096.6063744473604
241.51859521916367,8.849310593877714,695.0772294419337,1,4115.94364693935
444.65435063816346,1.24711462357961,296.4998379494041,3,8143.794540290841
224.13899250327367,6.575863611302655,333.39214564863823,5,4323.6163554927025
330.6087193908418,2.6205374084410713,550.6997318930378,12,8217.546806771237
302.6660835982707,5.010335622655126,404.6915143653163,11,4956.572815614017
200.13153413439605,3.7923969554598824,466.441492850254,10,4500.8087529097875
121.14643303773022,5.129622048138457,620.6486284839676,8,4950.791621265134
715.6676074515435,3.3551220858958617,208.5387061870869,5,3776.532756049872
340.70665185617815,6.3406823930030765,631.3654531519932,13,6598.002631921556
266.60892599825013,9.001566848756669,680.5205577247865,12,5014.948668254063
20.0,3.64232170577115,336.28392110949864,7,5049.40938219879
507.6131877535079,6.882809806585312,564.6575299900014,11,7896.716429815547
299.6937625268833,9.595684326145214,849.8640964564643,2,5133.583757209257
20.0,3.0463680047174226,363.6820949268208,9,7440.950835055068
485.1084816988511,8.989768482404475,162.6696446504095,3,1253.5107353551457
482.5485398992201,10.272715440674343,316.96356437262784,14,5652.050538841856
674.4816128924226,6.343355275647283,587.845213898916,3,4804.9521605166
400.21543539188764,7.233071079889234,463.8307984330521,8,7139.059246267744
306.42281854729293,10.38188886423983,245.02472646701014,11,9077.259376671203
203.73293671376368,9.812286489802739,205.97675775462554,11,847.3014880982118
518.4570166752114,3.97330998668378,495.79322535365463,4,7034.5547800699605
561.1074400196776,2.1270823749251146,144.44374092650648,11,3429.547725576638
865.7236882930953,5.890729522939184,643.4432307930405,12,3209.7196109625093
430.9805138194133,7.244138353970076,383.3584708848633,4,500.0
304.8546019853929,5.743644011959791,139.3277010591737,4,4698.2234797843
473.74821872211845,5.8381778033164835,275.18516969119344,6,9688.832678365314
625.048695268061,11.881665458882335,50.0,10,7518.334723435607
92.65220311650222,7.640794674686992,204.55523954590882,5,6548.742909692951
315.7785644266038,7.512147941483501,252.75816557999323,5,3161.0057786172774
29.4017626075684,8.4495261557096,837.9657554401745,6,3684.240889614085
540.2056307686249,4.263223171217861,76.57911999737331,1,6163.094784467359
268.4643636118807,3.382208838561704,306.3170472497856,6,500.0
