view_id,viewer_id,video_id,watch_minutes,view_date,completed
83,5115,21,18.0,2023-10-03 07:26:00,1
84,5527,232,54.02,2023-03-17 12:34:00,0
85,5061,118,75.1,2023-04-10 03:15:00,0
86,5020,256,31.78,2023-03-07 01:24:00,0
87,5104,131,49.96,2023-07-09 11:53:00,0
88,5669,291,22.53,2023-06-21 21:53:00,0
89,5770,111,7.19,2023-04-28 00:21:00,0
90,5302,122,71.01,2023-11-03 09:03:00,0
91,5572,151,1.03,2023-01-09 09:22:00,0
92,5239,118,24.23,2023-01-27 08:23:00,0
93,5189,112,77.92,2023-11-03 19:04:00,0
94,5183,100,14.0,2023-12-12 16:02:00,1
95,5677,91,71.23,2023-06-30 06:36:00,0
96,5037,230,35.0,2023-01-01 14:43:00,1
97,5789,260,25.28,2023-05-28 15:48:00,0
98,5558,264,3.17,2023-09-13 19:40:00,0
99,5196,39,3.33,2023-10-26 12:33:00,0
100,5347,206,11.26,2023-07-08 01:09:00,0
101,5314,12,4.69,2023-09-20 05:30:00,0
102,5330,202,63.69,2023-02-07 01:44:00,0
103,5193,193,5.33,2023-02-11 14:32:00,0
104,5578,207,62.0,2023-07-07 15:48:00,1
105,5029,165,3.2,2023-08-02 07:39:00,0
106,5137,112,35.36,2023-12-23 12:31:00,0
107,5524,125,61.66,2023-08-08 05:51:00,0
108,5097,284,48.83,2023-02-03 02:03:00,0
109,5476,203,51.0,2023-06-14 12:04:00,1
110,5562,184,7.22,2023-09-21 15:48:00,0
111,5068,244,41.88,2023-10-06 16:31:00,0
112,5288,288,25.75,2023-03-01 11:36:00,0
113,5570,30,54.07,2023-12-03 11:25:00,0
114,5707,213,9.92,2023-07-14 20:02:00,0
115,5242,50,28.0,2023-03-10 17:02:00,1
116,5316,259,15.57,2023-07-31 12:25:00,0
117,5551,233,2.22,2023-11-14 05:45:00,0
118,5376,137,7.03,2023-06-17 06:07:00,0
119,5304,228,28.11,2023-09-03 14:43:00,0
120,5375,55,54.13,2023-03-12 23:00:00,0
121,5338,63,5.38,2023-08-11 18:42:00,0
122,5325,238,16.54,2023-06-26 09:47:00,0
123,5521,62,2.94,2023-11-18 22:16:00,0
124,5276,31,3.11,2023-02-01 11:59:00,0
125,5431,237,0.35,2023-03-31 02:44:00,0
126,5689,182,4.03,2023-04-17 18:56:00,0
127,5660,205,4.82,2023-07-20 16:46:00,0
128,5546,17,71.79,2023-08-08 11:58:00,0
129,5567,147,0.04,2023-05-11 02:03:00,0
130,5423,284,13.47,2023-02-18 21:54:00,0
131,5387,292,92.65,2023-12-25 09:39:00,0
132,5376,230,20.39,2023-12-26 03:36:00,0
133,5645,102,5.61,2023-05-09 15:03:00,0
134,5497,94,75.46,2023-06-26 19:13:00,0
135,5328,168,19.55,2023-12-30 17:04:00,0
136,5127,150,87.0,2023-06-07 16:39:00,1
137,5265,112,32.74,2023-04-23 19:09:00,0
138,5130,82,11.33,2023-12-01 01:44:00,0
139,5655,116,20.02,2023-04-19 15:30:00,0
140,5748,177,17.0,2023-12-17 03:05:00,1
141,5309,77,2.57,2023-06-14 14:12:00,0
142,5512,203,21.26,2023-01-11 10:59:00,0
143,5600,78,22.6,2023-11-18 01:15:00,0
144,5231,179,64.39,2023-02-26 11:43:00,0
145,5623,292,111.78,2023-04-01 22:58:00,1
146,5447,205,14.7,2023-01-20 10:38:00,0
147,5408,176,86.26,2023-10-10 14:57:00,0
148,5210,238,1.88,2023-04-16 16:33:00,0
149,5601,7,1.11,2023-05-12 05:06:00,0
150,5232,173,53.47,2023-09-11 06:17:00,0
151,5569,243,117.0,2023-04-30 20:15:00,1
152,5733,151,19.27,2023-11-29 01:06:00,0
153,5266,300,40.84,2023-04-04 13:24:00,0
154,5231,160,70.0,2023-06-26 03:03:00,1
155,5701,246,28.06,2023-09-14 18:03:00,0
156,5666,53,1.16,2023-06-15 21:17:00,0
157,5265,66,27.81,2023-04-17 00:54:00,0
158,5055,233,0.36,2023-10-11 09:03:00,0
159,5784,21,7.14,2023-11-24 14:21:00,0
160,5574,139,14.94,2023-11-14 23:19:00,0
161,5391,186,12.0,2023-01-15 16:05:00,1
162,5587,48,21.36,2023-02-16 18:45:00,0
163,5754,139,27.0,2023-11-30 08:00:00,1
164,5080,158,41.97,2023-03-23 12:18:00,0
165,5773,123,23.38,2023-03-16 06:07:00,0
166,5049,20,1.48,2023-02-23 01:30:00,0
167,5299,53,0.89,2023-02-13 02:35:00,0
168,5614,33,5.12,2023-09-05 06:09:00,0
169,5784,229,88.26,2023-05-03 18:28:00,0
170,5472,15,110.0,2023-03-19 00:49:00,1
171,5478,136,32.23,2023-11-29 06:21:00,0
172,5242,44,62.61,2023-05-23 12:55:00,0
173,5395,53,2.87,2023-09-07 05:17:00,0
174,5591,13,0.66,2023-09-25 09:33:00,0
175,5016,181,17.95,2023-09-16 18:38:00,0
176,5032,195,91.0,2023-07-31 21:32:00,1
177,5406,36,99.55,2023-09-19 07:52:00,0
178,5515,220,13.39,2023-03-18 11:15:00,0
179,5557,189,2.02,2023-06-24 01:22:00,0
180,5266,132,5.23,2023-03-24 00:03:00,0
181,5088,167,4.14,2023-04-01 22:10:00,0
182,5673,211,6.63,2023-08-11 10:17:00,0
183,5223,77,2.42,2023-10-27 15:37:00,0
184,5640,252,17.97,2023-02-16 16:33:00,0
185,5553,160,16.37,2023-12-08 04:09:00,0
186,5764,277,60.46,2023-06-13 07:57:00,0
187,5220,133,9.54,2023-10-10 11:33:00,0
188,5185,212,3.24,2023-02-15 08:54:00,0
189,5736,183,0.32,2023-05-21 17:48:00,0
190,5132,15,61.12,2023-07-06 12:41:00,0
191,5686,80,11.8,2023-02-08 14:18:00,0
192,5227,143,83.18,2023-07-10 08:26:00,0
193,5096,109,20.32,2023-06-28 04:49:00,0
194,5178,183,3.43,2023-10-23 05:55:00,0
195,5407,177,4.54,2023-07-14 13:44:00,0
196,5206,26,13.54,2023-06-02 21:44:00,0
197,5730,176,23.91,2023-03-02 01:28:00,0
198,5218,252,16.35,2023-05-24 05:40:00,0
199,5478,265,13.64,2023-08-20 12:12:00,0
200,5579,272,56.0,2023-03-23 19:08:00,1
201,5160,236,51.26,2023-12-01 22:21:00,0
202,5647,92,1.67,2023-02-11 23:31:00,0
203,5772,131,23.36,2023-04-15 05:05:00,0
204,5774,287,3.31,2023-11-30 05:42:00,0
205,5284,32,113.0,2023-09-29 02:31:00,1
206,5268,62,9.06,2023-05-30 23:56:00,0
207,5789,184,112.0,2023-10-23 18:39:00,1
208,5414,28,2.9,2023-10-10 22:28:00,0
209,5017,114,1.88,2023-08-30 10:30:00,0
210,5696,34,3.3,2023-10-21 18:39:00,0
211,5105,125,17.45,2023-04-07 17:25:00,0
212,5767,110,27.27,2023-11-10 23:42:00,0
213,5073,243,54.79,2023-08-02 03:36:00,0
214,5335,49,27.8,2023-01-26 15:43:00,0
215,5360,258,1.36,2023-09-04 13:08:00,0
216,5074,199,3.63,2023-01-14 04:30:00,0
217,5687,33,22.17,2023-10-09 19:36:00,0
218,5440,170,11.29,2023-05-22 03:04:00,0
219,5359,221,29.24,2023-10-06 01:31:00,0
220,5444,287,8.0,2023-04-05 17:05:00,0
221,5208,70,43.03,2023-05-01 06:04:00,0
222,5421,1,3.84,2023-01-21 01:36:00,0
223,5606,184,96.61,2023-06-21 19:49:00,0
224,5470,42,5.76,2023-09-06 18:31:00,0
225,5161,34,10.68,2023-10-27 23:30:00,0
226,5683,214,0.22,2023-01-18 07:46:00,0
227,5793,107,26.03,2023-07-08 05:04:00,0
228,5534,260,51.26,2023-01-22 13:51:00,0
229,5399,161,41.74,2023-05-29 16:32:00,0
230,5080,254,56.27,2023-04-28 23:39:00,0
231,5021,264,6.61,2023-12-28 02:21:00,0
232,5318,105,2.95,2023-12-22 11:29:00,0
233,5019,263,30.82,2023-08-29 11:34:00,0
234,5156,186,2.75,2023-12-30 09:32:00,0
235,5303,228,5.56,2023-10-08 03:33:00,0
236,5318,219,12.77,2023-04-28 20:37:00,0
237,5253,78,19.28,2023-06-24 05:23:00,0
238,5160,228,7.92,2023-10-03 00:35:00,0
239,5438,55,7.61,2023-07-25 23:23:00,0
240,5749,145,8.79,2023-07-07 03:15:00,0
241,5113,242,12.29,2023-03-10 20:44:00,0
242,5424,263,110.0,2023-08-03 08:31:00,1
243,5553,266,61.0,2023-04-01 15:24:00,1
244,5482,3,18.46,2023-05-09 08:30:00,0
245,5327,115,74.79,2023-02-03 03:55:00,0
246,5233,236,26.24,2023-10-19 09:37:00,0
247,5657,297,1.43,2023-11-22 21:58:00,0
248,5026,229,0.16,2023-01-06 23:08:00,0
249,5436,112,7.78,2023-04-05 09:30:00,0
250,5221,23,20.47,2023-06-22 07:11:00,0
251,5117,58,54.77,2023-08-20 15:35:00,0
252,5198,98,27.77,2023-06-10 21:38:00,0
253,5109,9,28.59,2023-07-22 02:04:00,0
254,5129,270,35.26,2023-01-29 15:46:00,0
255,5093,164,4.51,2023-10-08 06:33:00,0
256,5682,52,8.79,2023-04-19 19:11:00,0
257,5151,230,7.07,2023-05-16 02:42:00,0
258,5122,59,66.09,2023-07-25 00:14:00,0
259,5603,111,30.42,2023-06-20 13:47:00,0
260,5414,79,25.37,2023-08-24 11:56:00,0
261,5460,146,57.0,2023-05-17 03:22:00,1
262,5140,193,4.74,2023-06-25 03:37:00,0
263,5221,173,77.93,2023-03-19 05:18:00,0
264,5620,40,104.14,2023-03-08 04:54:00,0
265,5440,151,3.37,2023-01-21 18:26:00,0
266,5357,6,49.56,2023-11-12 19:01:00,0
267,5013,53,0.34,2023-02-03 10:32:00,0
268,5581,94,20.34,2023-01-08 21:42:00,0
269,5114,66,12.8,2023-02-25 15:25:00,0
270,5087,102,10.71,2023-06-27 02:26:00,0
271,5203,251,32.68,2023-05-01 16:32:00,0
272,5592,191,54.55,2023-04-13 06:27:00,0
273,5056,241,11.0,2023-11-08 19:22:00,1
274,5460,291,27.0,2023-12-31 06:54:00,1
275,5255,23,28.18,2023-07-04 14:42:00,0
276,5469,106,71.29,2023-09-13 21:37:00,0
277,5630,289,9.12,2023-11-13 18:01:00,0
278,5104,36,18.57,2023-05-23 11:00:00,0
279,5219,258,19.88,2023-07-21 08:48:00,0
280,5036,116,24.8,2023-05-03 07:52:00,0
281,5713,95,57.0,2023-08-14 22:04:00,1
282,5778,247,10.92,2023-02-26 12:33:00,0
283,5346,178,46.0,2023-07-08 03:21:00,1
284,5690,81,16.5,2023-01-03 10:26:00,0
285,5186,13,5.24,2023-01-08 04:48:00,0
286,5722,245,108.49,2023-05-03 18:38:00,0
287,5376,36,13.18,2023-03-25 13:02:00,0
288,5633,274,1.1,2023-07-27 05:16:00,0
289,5242,173,57.93,2023-04-13 09:14:00,0
290,5326,258,6.69,2023-09-22 02:01:00,0
291,5766,10,3.17,2023-01-13 15:10:00,0
292,5083,118,35.58,2023-10-03 07:21:00,0
293,5475,117,21.92,2023-09-21 08:48:00,0
294,5372,270,114.0,2023-12-20 02:28:00,1
295,5561,281,14.51,2023-08-29 04:25:00,0
296,5033,57,10.52,2023-08-04 16:48:00,0
297,5375,148,73.0,2023-07-26 06:41:00,1
298,5491,22,88.83,2023-09-30 17:21:00,0
299,5359,13,13.06,2023-11-08 20:54:00,0
300,5531,64,81.0,2023-05-05 17:22:00,1
301,5619,24,42.15,2023-07-25 23:12:00,0
302,5684,49,38.45,2023-01-21 02:52:00,0
303,5386,245,6.08,2023-09-11 05:32:00,0
304,5695,168,31.26,2023-08-19 18:34:00,0
305,5472,158,111.0,2023-09-30 10:30:00,1
306,5532,117,11.87,2023-08-17 19:24:00,0
307,5765,118,2.51,2023-02-05 01:51:00,0
308,5697,171,67.0,2023-10-12 06:26:00,1
309,5646,100,6.46,2023-07-10 19:47:00,0
310,5013,253,15.66,2023-03-28 04:33:00,0
311,5693,235,5.72,2023-09-20 22:05:00,0
312,5660,284,42.22,2023-06-16 10:33:00,0
313,5584,104,26.77,2023-08-20 14:15:00,0
314,5643,155,44.09,2023-06-26 20:52:00,0
315,5250,108,11.13,2023-08-01 17:42:00,0
316,5186,263,33.93,2023-08-16 20:30:00,0
317,5125,155,9.94,2023-12-28 14:11:00,0
318,5760,288,36.63,2023-04-25 19:01:00,0
319,5359,47,38.81,2023-02-13 16:17:00,0
320,5221,280,37.97,2023-11-23 23:40:00,0
321,5546,16,15.91,2023-12-23 01:42:00,0
322,5410,128,1.35,2023-01-01 16:25:00,0
323,5374,203,22.37,2023-06-23 10:35:00,0
324,5627,19,44.85,2023-08-09 17:49:00,0
325,5708,43,11.63,2023-08-08 01:08:00,0
326,5210,261,0.86,2023-08-16 07:44:00,0
327,5561,92,30.56,2023-01-09 07:05:00,0
328,5261,157,46.67,2023-06-05 01:20:00,0
329,5152,279,5.75,2023-11-14 09:06:00,0
330,5755,253,9.01,2023-12-11 00:09:00,0
331,5313,285,18.05,2023-05-22 06:31:00,0
332,5464,79,25.23,2023-01-06 04:48:00,0
333,5137,73,6.0,2023-02-22 05:51:00,1
334,5062,147,14.23,2023-07-08 15:43:00,0
335,5212,31,81.85,2023-12-30 21:18:00,0
336,5694,99,8.71,2023-03-27 01:40:00,0
337,5577,98,26.1,2023-09-11 03:49:00,0
338,5069,114,2.45,2023-05-25 09:39:00,0
339,5516,155,2.56,2023-10-01 08:35:00,0
340,5437,76,37.19,2023-01-13 04:39:00,0
341,5760,289,1.03,2023-12-14 22:26:00,0
342,5126,177,0.31,2023-05-09 11:45:00,0
343,5232,155,27.96,2023-05-06 02:52:00,0
344,5010,219,69.6,2023-01-13 19:22:00,0
345,5171,109,40.0,2023-01-27 13:32:00,1
346,5471,253,46.0,2023-08-13 03:25:00,1
347,5698,17,70.78,2023-10-20 00:42:00,0
348,5069,220,1.3,2023-10-23 22:06:00,0
349,5781,33,34.92,2023-11-01 06:42:00,0
350,5534,121,27.0,2023-01-24 11:16:00,1
351,5636,163,42.88,2023-07-24 16:56:00,0
352,5721,74,7.18,2023-06-08 18:23:00,0
353,5482,137,27.24,2023-03-26 00:36:00,0
354,5456,145,3.88,2023-02-21 22:48:00,0
355,5536,179,16.37,2023-12-25 16:55:00,0
356,5648,274,1.86,2023-01-30 02:06:00,0
357,5120,219,2.13,2023-03-29 16:48:00,0
358,5454,250,48.0,2023-05-22 21:25:00,1
359,5181,9,45.0,2023-12-09 14:25:00,1
360,5222,268,1.57,2023-02-11 22:44:00,0
361,5607,79,34.7,2023-04-26 20:11:00,0
362,5397,158,8.51,2023-11-16 10:06:00,0
363,5644,43,24.61,2023-01-24 02:51:00,0
364,5660,267,9.58,2023-09-18 02:22:00,0
365,5652,226,8.94,2023-10-29 18:45:00,0
366,5448,61,1.09,2023-05-06 19:57:00,0
367,5503,240,0.14,2023-08-01 18:44:00,0
368,5457,95,2.44,2023-09-06 22:17:00,0
369,5588,29,38.36,2023-06-22 13:22:00,0
370,5723,116,12.13,2023-02-06 00:47:00,0
371,5766,179,13.09,2023-12-13 14:17:00,0
372,5195,162,4.78,2023-01-08 19:24:00,0
373,5443,185,27.32,2023-04-11 08:24:00,0
374,5528,197,1.64,2023-12-18 17:22:00,0
375,5520,189,17.23,2023-06-04 01:17:00,0
376,5793,60,23.14,2023-08-01 04:25:00,0
377,5591,272,13.21,2023-11-04 15:01:00,0
378,5245,29,35.78,2023-11-11 10:48:00,0
379,5407,179,7.06,2023-02-13 03:17:00,0
380,5459,136,71.44,2023-05-24 10:01:00,0
381,5581,280,33.77,2023-01-26 02:33:00,0
382,5068,84,9.84,2023-03-06 04:23:00,0
383,5634,11,5.04,2023-06-12 09:19:00,0
384,5772,65,52.32,2023-02-12 11:15:00,0
385,5649,133,4.03,2023-01-01 06:05:00,0
386,5780,133,0.03,2023-09-17 15:41:00,0
387,5325,246,39.23,2023-11-16 12:39:00,0
388,5651,106,9.11,2023-07-26 21:22:00,0
389,5690,273,17.01,2023-12-16 21:53:00,0
390,5071,170,53.98,2023-05-10 21:06:00,0
391,5503,157,54.87,2023-10-06 05:45:00,0
392,5361,37,34.22,2023-08-29 17:42:00,0
393,5476,260,34.88,2023-09-23 08:46:00,0
394,5208,134,11.91,2023-02-24 08:57:00,0
395,5094,213,6.79,2023-06-10 10:22:00,0
396,5541,23,8.73,2023-04-02 18:44:00,0
397,5728,184,61.94,2023-07-19 14:49:00,0
398,5171,87,1.96,2023-01-01 12:10:00,0
399,5764,188,28.0,2023-08-31 22:33:00,1
400,5708,28,50.0,2023-11-11 07:05:00,1
401,5615,235,31.0,2023-06-25 17:30:00,1
402,5462,114,1.17,2023-02-20 01:55:00,0
403,5584,207,1.87,2023-07-04 18:48:00,0
404,5098,190,74.0,2023-11-04 15:56:00,1
405,5470,84,20.43,2023-07-16 00:03:00,0
406,5466,70,2.1,2023-09-09 07:28:00,0
407,5645,293,77.91,2023-08-12 12:46:00,0
408,5094,107,30.84,2023-12-15 09:46:00,0
409,5790,278,1.22,2023-11-21 02:16:00,0
410,5056,120,4.65,2023-04-10 07:06:00,0
411,5204,106,19.65,2023-12-04 10:50:00,0
412,5188,55,22.83,2023-11-11 08:57:00,0
413,5016,239,2.6,2023-07-10 18:57:00,0
414,5795,246,36.75,2023-11-02 03:24:00,0
415,5105,249,4.64,2023-12-11 23:39:00,0
416,5629,207,2.22,2023-11-23 00:30:00,0
417,5605,28,50.0,2023-03-19 20:38:00,1
418,5478,78,6.31,2023-10-09 08:51:00,0
419,5046,195,49.17,2023-06-28 07:42:00,0
420,5076,213,30.0,2023-05-22 23:57:00,1
421,5579,35,65.33,2023-12-12 11:28:00,0
422,5792,242,3.01,2023-02-10 11:30:00,0
423,5165,120,35.27,2023-07-31 22:43:00,0
424,5241,200,15.8,2023-02-10 08:23:00,0
425,5334,214,2.47,2023-03-16 14:08:00,0
426,5728,93,1.25,2023-02-27 16:22:00,0
427,5797,104,21.8,2023-09-19 09:25:00,0
428,5407,26,6.67,2023-08-16 05:18:00,0
429,5506,199,0.02,2023-03-23 22:05:00,0
430,5743,94,39.1,2023-09-07 17:45:00,0
431,5756,161,79.0,2023-11-16 15:08:00,1
432,5618,83,10.0,2023-07-03 20:05:00,1
433,5188,142,14.47,2023-04-06 05:01:00,0
434,5117,42,15.24,2023-11-01 10:40:00,0
435,5295,209,15.01,2023-09-26 22:17:00,0
436,5533,140,0.41,2023-05-16 02:30:00,0
437,5057,82,13.86,2023-01-12 21:16:00,0
438,5259,254,63.91,2023-09-07 06:24:00,0
439,5414,140,81.5,2023-01-08 12:58:00,0
440,5324,28,20.35,2023-04-11 00:51:00,0
441,5377,29,31.06,2023-02-24 18:06:00,0
442,5763,117,8.72,2023-05-13 09:15:00,0
443,5437,165,1.4,2023-01-03 12:56:00,0
444,5067,292,15.91,2023-06-03 16:38:00,0
445,5704,60,0.24,2023-12-19 20:00:00,0
446,5734,82,52.21,2023-10-18 04:53:00,0
447,5571,126,14.65,2023-06-19 11:04:00,0
448,5749,157,25.72,2023-07-22 01:09:00,0
449,5631,184,15.93,2023-08-12 20:10:00,0
450,5738,2,0.25,2023-07-17 03:53:00,0
451,5671,84,25.58,2023-10-19 18:11:00,0
452,5789,247,11.56,2023-07-27 16:19:00,0
453,5665,253,24.86,2023-04-07 05:51:00,0
454,5676,132,4.66,2023-12-07 00:36:00,0
455,5651,207,61.11,2023-11-19 19:36:00,1
456,5497,276,14.16,2023-06-07 18:06:00,0
457,5433,182,0.77,2023-09-04 04:27:00,0
458,5215,269,4.97,2023-03-16 19:16:00,0
459,5737,128,3.02,2023-11-22 23:40:00,0
460,5395,172,79.43,2023-02-03 14:57:00,0
461,5596,114,0.68,2023-08-28 14:26:00,0
462,5202,178,7.39,2023-04-14 05:42:00,0
463,5692,38,1.4,2023-09-11 01:26:00,0
464,5150,137,48.0,2023-05-26 17:39:00,1
465,5620,118,10.9,2023-09-14 08:36:00,0
466,5307,291,27.0,2023-02-17 05:08:00,1
467,5088,42,24.08,2023-06-30 02:28:00,0
468,5585,227,7.75,2023-02-11 08:40:00,0
469,5408,156,36.25,2023-01-08 15:23:00,0
470,5476,65,4.72,2023-06-10 05:34:00,0
471,5421,223,17.26,2023-04-09 01:29:00,0
472,5399,81,2.23,2023-01-09 10:33:00,0
473,5148,170,55.1,2023-07-04 03:56:00,0
474,5083,240,63.0,2023-07-22 13:21:00,1
475,5522,230,28.35,2023-11-05 19:47:00,0
476,5033,160,11.04,2023-06-03 10:51:00,0
477,5450,289,3.05,2023-12-03 08:02:00,0
478,5040,1,11.73,2023-05-26 11:50:00,0
479,5704,98,24.91,2023-01-24 14:00:00,0
480,5349,277,18.39,2023-09-12 09:27:00,0
481,5704,88,4.53,2023-12-07 07:45:00,0
482,5749,82,10.93,2023-02-03 09:25:00,0
483,5348,25,14.76,2023-05-20 12:54:00,0
484,5404,116,59.0,2023-02-13 04:44:00,1
485,5697,298,18.5,2023-11-23 10:24:00,0
486,5042,105,22.71,2023-06-24 08:39:00,1
487,5318,109,2.04,2023-03-29 14:45:00,0
488,5798,32,113.0,2023-06-24 03:22:00,1
489,5512,196,2.96,2023-09-16 04:04:00,0
490,5288,132,1.81,2023-07-06 14:03:00,0
491,5109,254,6.07,2023-01-24 06:28:00,0
492,5269,210,79.0,2023-10-28 04:24:00,1
493,5779,73,6.0,2023-02-08 20:46:00,1
494,5603,150,17.6,2023-04-03 00:44:00,0
495,5473,10,5.15,2023-04-16 21:46:00,0
496,5053,15,106.43,2023-03-23 02:04:00,1
497,5532,61,3.04,2023-10-04 14:39:00,0
498,5531,168,18.79,2023-07-26 09:15:00,0
499,5227,192,7.92,2023-10-29 02:19:00,0
500,5341,107,26.11,2023-12-06 22:01:00,0
501,5630,276,1.64,2023-02-19 03:51:00,0
502,5413,271,31.35,2023-07-09 03:39:00,0
503,5306,167,12.38,2023-03-16 23:21:00,0
504,5298,3,0.34,2023-07-10 08:24:00,0
505,5121,237,10.04,2023-03-16 13:57:00,0
506,5224,272,6.14,2023-11-02 17:48:00,0
507,5111,225,12.79,2023-05-16 05:40:00,0
508,5780,288,49.69,2023-12-21 14:54:00,0
509,5660,253,2.34,2023-05-24 02:51:00,0
510,5597,151,12.94,2023-01-01 20:09:00,0
511,5721,111,35.35,2023-11-19 08:11:00,0
512,5755,36,6.97,2023-11-12 16:35:00,0
513,5261,176,30.91,2023-01-15 09:32:00,0
514,5603,160,12.7,2023-04-06 21:28:00,0
515,5679,37,34.71,2023-06-16 20:51:00,0
516,5695,59,94.0,2023-07-03 10:29:00,1
517,5322,253,8.06,2023-02-11 14:02:00,0
518,5163,271,3.52,2023-08-28 19:18:00,0
519,5795,292,12.91,2023-02-25 21:45:00,0
520,5403,37,83.0,2023-04-26 18:51:00,1
521,5454,266,7.31,2023-11-30 04:19:00,0
522,5067,247,5.41,2023-01-11 07:30:00,0
523,5293,8,18.55,2023-05-25 09:40:00,0
524,5277,92,15.8,2023-03-20 22:59:00,0
525,5767,68,92.81,2023-08-22 19:33:00,0
526,5538,179,0.37,2023-07-27 17:28:00,0
527,5558,292,70.74,2023-07-16 19:20:00,0
528,5701,66,26.92,2023-12-26 15:00:00,0
529,5351,212,20.96,2023-11-18 00:32:00,0
530,5487,154,57.56,2023-12-25 03:15:00,0
531,5454,156,9.69,2023-05-17 20:26:00,0
532,5529,58,65.0,2023-05-24 05:44:00,1
533,5751,193,2.75,2023-10-23 06:08:00,0
534,5425,300,4.91,2023-05-30 17:40:00,0
535,5285,269,15.0,2023-07-13 11:52:00,1
536,5274,79,28.57,2023-11-24 02:13:00,0
