precio_producto,descuento_pct,dias_entrega,historial_devoluciones,num_productos_pedido,edad_cliente,DEVOLUCION
54.43023070008549,39.8866131674107,9,0,5,54,0
26.809950779819154,18.369536434853522,7,1,5,69,0
24.113801277579874,4.350860915139437,9,1,2,65,0
84.37577467182594,27.839245546409398,7,2,2,52,0
100.68720085712468,42.25604257480174,2,1,5,34,0
57.83969635258998,39.79631935717512,6,1,1,30,0
90.10598693676073,8.756157006517661,4,1,5,23,0
70.84908075142903,33.63823072062333,3,1,5,54,0
40.64640736184627,11.025213171782354,2,3,2,65,1
70.84186816525242,10.910376727608611,6,0,3,49,0
106.14109699397908,43.70358866525926,8,2,4,28,0
58.92521882670145,12.483447637011508,6,2,2,34,0
106.93930967442019,13.16236732590056,9,0,1,22,0
5.0,0.03266953806497774,5,4,4,23,0
84.65707513125672,43.53345170627588,2,0,2,27,0
62.61141204714514,39.62974066045673,8,1,2,50,0
51.029779486023976,31.3664467545339,9,2,3,47,0
62.75282329606507,37.51328819694211,4,0,1,38,0
5.0,7.60242837122459,6,1,1,59,0
53.40984336487464,22.916179729378772,8,3,2,34,0
70.7133771453524,17.560969367439043,9,0,3,44,0
104.33682134224549,4.688826312850825,5,4,2,20,1
44.45189345179058,24.306524260746205,6,2,5,46,0
35.74519191320437,46.03698251713177,4,2,5,19,0
44.9472886924639,2.002955952534724,5,1,3,46,0
87.46206353106223,14.573045674689695,7,0,2,66,0
69.86253328979053,10.377046810285172,9,2,3,53,0
44.10719388698884,11.907332683284816,6,3,2,51,0
75.39802299340069,45.42172759396876,6,2,2,54,0
62.91232648044121,23.403452711714507,8,0,5,59,0
89.05934971598668,23.31497064699094,4,0,4,18,0
38.93840718367943,38.02878212276411,3,2,1,43,0
50.17013560206695,7.72461020024629,7,1,1,18,0
48.23675540603527,24.36326770500254,5,0,3,21,0
16.094551556036443,21.499260706052986,2,2,1,56,0
68.88360831193728,29.845534527332806,2,0,5,31,0
67.83165816539668,49.97788516252193,6,2,4,63,0
60.153403699273824,38.47244470410235,8,2,2,35,0
52.96238599874559,19.89328515087136,1,1,2,51,0
17.53887773848757,41.377652613702345,6,5,5,18,0
47.38064031703923,8.535418165624009,2,1,1,39,0
49.71856450419692,1.5231843154480063,2,2,2,33,0
35.931681923351434,10.222418623213652,7,0,1,39,0
55.16142865001973,17.020577805712982,1,2,5,67,0
72.12152570443615,25.529037872977995,6,1,2,33,0
116.5855770363159,30.75645702705999,7,2,3,45,0
65.23733438495518,45.53028586072109,8,0,4,45,0
67.72651172168293,25.492700477522884,7,0,1,39,0
57.76662252701498,25.063782231286467,6,1,1,23,0
5.0,2.5121504911491064,9,1,1,42,0
59.204583736523496,1.7455776328111905,3,2,1,59,0
61.80690629823079,27.557998095818604,6,3,5,19,1
133.89726337455858,21.908930662417227,4,1,5,24,0
54.22917105656632,41.95901974901493,2,1,5,34,1
69.04642027000837,8.033979235592259,1,1,5,52,0
58.9586469088427,1.24858310585248,1,2,2,37,0
24.93965887141404,22.451938396506293,3,1,5,61,0
94.28468443545061,11.873927837612875,4,1,2,19,0
82.55799098060322,2.4807186669418724,2,0,3,24,0
83.73095841129141,36.22991434238145,1,0,5,49,1
32.71837635615783,5.579649997862374,4,1,3,66,0
102.08382932808297,30.415975000388585,7,2,5,36,0
17.944468116231576,14.052487508344457,6,3,3,29,0
77.60571281400811,8.6748025177511,6,0,4,26,0
125.71366877429935,18.987576145965875,9,0,3,44,0
30.28391024607935,40.072288811147686,2,0,2,31,0
43.01106811191684,19.604678845228634,4,0,1,19,0
62.989540952629234,37.538482460552785,5,3,3,38,1
44.895730376514024,6.274314839957534,1,2,1,21,0
13.480097068016022,38.638570983253956,8,1,4,68,0
62.05688924418082,11.846666245332433,8,2,4,38,0
28.130888588216855,33.86965649444364,6,2,2,65,1
74.20777291905544,28.289077742049816,5,1,2,39,0
32.417272972985906,46.45723586058437,8,1,3,66,0
106.49803215052619,19.366125898765702,3,2,5,19,0
36.50240122991289,3.308259441722022,3,0,4,34,0
50.338154513829735,0.9577742775626452,2,2,1,36,0
84.40551652109009,41.34292804863765,5,0,5,57,0
23.074070506981343,26.236781883071608,3,2,4,41,0
66.82379803812388,38.76220259174746,3,2,3,37,0
99.21428262847284,11.721280000575735,6,1,4,55,0
11.775502963163177,17.254187275661685,8,2,2,29,0
65.53901575596913,1.505193610565947,2,1,1,42,0
67.7964838274527,48.07461622870561,4,2,1,40,1
83.45468615331932,33.39339533504067,7,1,2,67,1
22.891478673657545,46.66025438796531,1,0,5,51,1
20.386301607471708,13.274820371453616,1,0,2,49,0
75.65824696850693,30.573180561283042,7,0,1,68,1
68.90954019699558,33.924998414631894,7,1,3,41,0
67.5147855103763,15.877485012879422,1,0,5,59,0
70.39344628490927,42.405461750781505,1,1,4,42,1
39.59925835264528,47.35807314501239,4,1,3,20,1
66.9676109148301,44.24275588480022,5,0,5,42,0
68.79217419896044,36.953348796968626,5,1,1,45,0
38.56945745920896,13.873233986247701,4,2,1,29,0
115.97323533434269,14.080802105281586,8,0,3,43,0
74.21498762735362,48.1680160223019,7,1,5,65,0
24.260895083920545,0.5142247967846014,9,0,4,61,0
79.6966082590149,35.802498662107226,7,2,4,25,0
30.759549893180356,35.31230812776311,1,2,2,22,1
83.61253811227357,31.134477047489874,7,2,3,28,1
94.75786737022213,49.50544230434329,1,1,5,59,0
35.37953044944869,15.593971788186261,7,0,3,52,0
88.90128387732966,16.998593189662408,8,2,4,44,0
72.38342780809495,3.9469701473277774,9,0,5,58,0
84.6618047998347,22.139906827186874,3,4,1,61,1
116.90378947961841,13.052426311742405,4,0,1,55,0
52.638356519913884,17.169335108882212,4,2,5,36,0
37.38791506927531,41.72858951278138,9,0,3,65,0
33.3145671112343,46.77422567637478,7,3,3,49,1
35.52569145103685,9.286653600259282,3,5,1,63,0
57.686948717576875,18.625446577673294,5,3,1,45,0
70.23455924449931,46.4315281057697,7,3,4,53,1
68.30072397990057,3.0904230344611316,8,1,5,35,0
84.81549747108072,4.6180264055689255,1,2,3,27,0
60.39005675633721,8.139549460311468,2,1,4,49,0
103.6060223147195,29.760641706343737,7,0,3,35,0
52.06029500286132,7.523613550299873,2,1,1,29,0
141.60507499768858,48.40381907253668,7,1,5,68,0
78.77002043295019,22.335726362926017,9,0,2,25,0
34.285273307511524,25.07589801750832,2,3,5,50,0
27.873225058166632,12.332930790270325,7,0,2,63,0
74.47417245729557,23.548012621736675,4,1,4,55,0
53.29611644022447,33.095681631850574,2,3,2,31,0
81.42001482276277,37.55885684770214,7,2,2,19,0
74.19712873720634,37.69340413549565,5,0,4,26,0
57.81513262029382,28.894555634704417,1,3,5,61,1
34.59618845794785,45.217988749692864,5,0,4,22,0
14.554583259424064,40.87039236530547,3,2,1,51,0
46.60455143798937,37.852405734931274,7,2,1,36,0
85.69196382970418,2.780276084023031,6,2,2,24,0
66.42281232390611,0.3438981109824657,8,1,4,56,0
22.62783663864036,10.622363859773648,5,0,4,59,0
65.19542777553546,33.176179695672616,2,2,4,34,0
71.5595213918651,20.559874444127292,9,2,5,43,0
33.48427691396601,20.120312964965585,8,1,3,63,0
64.61175317836583,44.22934441148069,6,2,3,44,1
61.746261553379995,44.77814240659194,7,1,3,60,1
25.710891065081306,45.458763202679286,9,1,5,45,0
70.7336208104485,15.693903825751365,7,1,4,37,0
76.82353579104704,34.55279063696309,3,2,3,23,1
92.49153729525831,13.581659063718481,6,0,4,25,0
91.6140615610471,9.530491653722489,7,1,2,49,0
18.669918961287266,9.231622867368461,2,0,3,36,0
31.865248802546315,17.1053810431797,3,2,2,49,0
75.4510580162598,21.497880988991085,4,0,5,36,0
75.41357852736627,41.54745855275342,6,2,1,41,0
75.45143058918144,5.994554673635605,1,1,5,41,0
175.58194471964163,36.74629236974471,9,2,5,34,0
77.12671532079501,26.572745709465266,5,2,5,35,0
94.06696920541796,14.397267133799623,7,2,3,29,0
88.62005290479607,24.640979226641228,9,0,2,58,0
79.54173753917394,14.997103488851133,9,0,3,40,0
50.54192266078963,29.804097761915298,1,3,1,65,0
82.76907661479802,21.69219614276221,1,3,5,35,0
36.81524356387285,8.220276453943937,3,0,4,33,0
52.895441797799734,5.829153727784836,6,2,1,33,0
45.439093565126896,27.33478410360651,2,1,2,53,0
62.456224181589675,45.12065166430517,1,2,1,40,0
129.43975700020525,17.197884327884278,1,1,3,39,0
5.0,36.65000536113116,5,0,4,56,0
80.5878057112354,32.93306774698835,4,1,3,50,0
11.618523864310447,46.57774571547405,1,1,5,41,1
45.842044026317,41.049050864957046,4,0,5,37,0
92.66851790902098,28.330262945273148,3,0,1,50,0
61.928400572863886,32.85152491170537,2,0,5,48,0
27.66765666212082,44.919323329201745,9,1,5,57,0
38.540888722200954,19.97593922934674,1,1,2,25,0
80.38793246804028,16.339735292888868,7,0,2,27,0
38.0890010484859,0.540554181759817,4,1,3,18,0
66.49375768745925,41.32755370957321,5,2,3,38,1
61.367155197114414,40.04903502016825,5,1,2,42,0
40.451989571825486,5.222725905007569,1,0,1,49,0
124.31832267975977,28.842869056635013,6,1,2,63,0
79.01757066954033,23.199084908344368,9,1,3,63,0
5.0,5.9354547754555735,2,3,4,27,1
65.59362944308283,49.02841135303618,7,0,5,68,0
40.146406056948365,10.734794373167771,6,2,4,65,0
85.57300004388672,3.3617090045280573,5,1,4,26,0
36.224377847018985,29.74236897509548,4,2,5,37,0
56.55790675599303,36.943333856651634,4,0,2,65,1
75.14961836941372,1.6221723023593482,6,1,1,37,0
85.97265582510364,32.93588193635111,4,1,4,57,0
23.991107788326715,26.614593797572724,5,1,1,24,0
49.96496292477155,5.163250443752421,6,2,3,28,0
45.751640665171315,8.626193847318103,5,0,4,38,0
40.40012302278865,28.398714865804024,7,2,3,55,0
112.96362720843291,14.81788067566442,9,1,2,64,0
72.14945132882866,46.9157864325658,7,0,4,36,0
22.173481369948647,40.93701147420254,7,2,3,63,0
87.53585841164329,49.17836032568315,4,1,3,32,1
123.664685910379,12.983541947520699,1,1,2,23,0
90.97395781653441,48.48618163989885,8,1,1,27,0
14.418901021379597,21.561693489577895,4,0,1,63,0
45.47297781401246,17.375939765687733,1,2,4,33,0
98.00733447559868,2.517476348467662,5,1,2,62,0
38.76991603143658,2.638262892980131,8,1,4,28,0
73.31458284438685,34.600562797332735,4,0,1,52,0
83.2390216028801,22.896449721701394,8,1,2,25,0
32.19208585265751,11.326081301805285,8,1,5,45,1
58.214239318146,30.69851531626163,3,0,2,20,0
5.0,12.642905912505558,9,1,2,19,0
29.268370759971305,28.88158771722113,3,1,5,31,0
52.422955458205195,17.960437349134516,1,0,3,69,0
22.566504541054513,41.17761133059095,2,1,3,46,1
108.97233911794905,41.034808038338966,6,0,3,64,0
17.095758661181023,23.867519906120066,2,0,1,20,0
46.79866539909049,17.54095546675078,6,1,2,18,0
63.92221731858274,18.12798982795473,1,1,5,32,0
103.23819867198347,40.285726283410895,1,1,1,37,0
16.924135464616818,16.4089741398806,5,2,5,39,0
94.89491256464879,10.4529686853423,9,0,1,51,0
60.30699183058761,4.234417093765341,8,0,1,67,0
30.554740468561473,23.33465604422042,3,1,1,50,0
73.86310422789812,24.106604945992093,3,0,5,26,0
65.9717908672041,42.04543552014536,1,4,4,20,0
41.99349368523616,11.061934822303199,3,0,1,19,0
62.09406254970057,19.049563683419997,1,0,3,21,0
48.44059209414719,40.42028694468455,8,1,2,33,0
63.40552035753744,41.181180537448675,1,1,4,50,0
79.8639202356314,19.23055379893841,5,1,4,26,0
107.58050448436056,22.956201164334043,9,0,5,57,0
22.865535035194526,15.164294542464146,7,0,4,55,0
123.99100123968799,46.6277439209656,4,1,5,69,0
5.0,5.932188287079016,9,0,5,35,0
55.4464471489325,46.6874711500735,9,0,3,33,0
77.6495161945373,34.19332259176716,2,3,1,25,0
68.42975603205097,26.57860763433656,6,1,4,40,0
41.31901440538219,1.6329530392247937,4,1,1,53,0
53.756332489281746,23.779809591100413,8,1,1,20,0
45.209971960235016,20.387405250136613,7,1,1,32,0
42.31905729167366,8.060940598756128,7,0,5,55,0
85.48806291063073,32.82048017503285,9,0,1,50,0
70.71046457895142,48.55754536841429,5,0,4,35,1
39.21271214218037,28.109440553226257,6,2,5,40,0
86.98799626299751,35.73766382219729,1,0,4,60,0
69.21898562629828,3.422522628300839,6,0,5,20,0
84.3858635651688,20.883349790849735,2,0,2,47,0
78.88886525770837,5.817924258224794,6,0,2,62,0
35.130149672337836,30.63979177682552,9,1,2,34,0
43.19456879409091,46.92410791070773,8,0,2,67,0
82.41880815369785,33.08888662358193,9,1,5,49,1
78.31110796300395,3.8401524157210765,8,2,1,63,0
59.372952181075554,17.733310249254142,3,1,3,24,0
63.51982149926346,27.533168972042578,8,1,3,56,0
98.32994687365274,20.160387806662612,6,0,2,31,0
42.2528583349251,41.68220052375862,6,1,1,32,0
76.41292143510114,40.73355023549946,6,3,4,61,1
53.93422042698318,30.591551005161072,3,1,1,29,0
53.46956390318339,18.672897256635263,1,2,4,25,0
92.9633055596157,12.766818688162207,4,2,3,33,0
84.7624904696409,5.2937159106564655,6,1,1,58,0
84.40528908001916,17.7448841743277,2,0,1,51,0
99.16436421462987,20.658625860385975,7,0,3,63,0
60.63011524898277,33.79114625520368,7,1,1,41,0
80.45858913884892,32.90799121487867,4,1,4,46,0
50.69199730219632,3.5054069820628477,4,0,1,33,0
69.72499057465326,19.762965771557887,1,0,4,22,0
56.09570836896946,9.088943360868097,2,2,2,22,0
62.90987894978154,7.840635265840285,9,0,1,69,0
77.8547107631074,41.36510748686229,8,0,4,47,0
35.45337950299582,2.0957608358128765,8,1,3,67,0
122.7716182705638,20.959143795106066,9,1,2,67,1
29.819478555008942,8.41018278832591,7,2,1,22,0
23.574341616368038,43.9665107839237,9,0,4,60,0
94.74332620500203,27.852025663751757,2,2,1,30,0
83.74988081888807,11.5690318188424,6,1,4,52,0
78.72359451156466,25.12136435831882,3,0,1,66,0
78.8503652779284,36.574317985155794,6,0,2,42,0
59.63259681459256,47.90590044597169,3,3,2,67,1
33.08236885542505,11.022300212270947,8,1,1,31,0
62.27413674581179,44.309088606467256,4,1,1,61,1
39.68514865463665,46.71520570837451,6,0,5,63,1
89.25359200253254,45.82102722660331,9,0,1,43,0
55.58827855493584,31.770717843095493,2,2,1,35,0
35.235084096224654,31.491032721735383,2,3,2,37,0
50.358424750410194,20.16053165919114,7,0,1,51,0
72.38794362826873,37.619894115189396,2,0,3,24,1
43.08826341588076,26.564700917546595,2,2,1,64,0
35.333388133007055,33.871903561414726,4,2,5,27,0
67.31061634475736,21.42289519243977,9,2,4,32,0
67.34899713326169,36.574823202156956,8,0,2,34,0
44.79170473886611,41.22357588022745,2,4,3,28,1
45.86885083145032,7.321812830140805,8,1,4,51,0
66.96149812072909,41.6464857787114,4,4,3,44,1
16.557469755080277,27.014826589515362,2,0,2,38,0
17.776086768703344,42.233295454511214,7,1,5,48,0
38.44667336242692,21.56508531705073,6,1,2,67,0
53.59658544864458,18.952024269151753,5,3,3,21,0
69.32722696794013,45.75303662586112,1,1,3,58,0
104.26068650848656,12.558463377420065,2,3,2,66,0
85.72978869606058,42.210616264307156,8,3,1,34,1
55.20184410109719,24.201028625470205,1,0,2,66,0
59.429513762919335,25.704772127562986,3,2,5,65,0
29.924119060865735,15.4234140744742,2,1,2,37,0
59.444605920228305,28.652110030950784,5,0,4,42,0
51.34024083239585,16.260559813810566,4,1,1,57,0
69.68155681014268,1.9634707120826156,7,1,4,40,0
35.18307169343031,13.599930267217802,5,2,2,32,0
75.58039542723517,0.31895217032953393,8,1,1,50,0
105.98216739007734,48.91773935284283,4,0,4,36,1
56.737195546294274,48.287360490987375,6,2,4,32,0
72.05135166296824,19.75776487361525,4,1,1,58,0
80.70431975133337,36.4185427169823,2,0,1,22,1
47.963385843424916,17.290304920521248,1,1,3,33,0
66.7227744543125,33.5546578542988,1,2,1,62,1
60.37777202345384,40.27150215229896,8,0,2,65,1
62.93028295646495,47.33781223461204,4,0,5,49,0
36.809706484336004,20.0106137924836,5,0,3,39,0
60.73530522776828,39.16489914780239,8,0,1,60,1
74.9399487373635,13.29642253160594,7,1,5,49,0
103.53430823385125,49.51661518968242,8,1,3,30,0
88.7781247825562,1.2884799382175571,8,2,2,55,0
124.5954737253467,30.17644032505605,6,1,5,43,0
36.97957311335851,32.97529908256636,2,0,1,69,0
86.16961910162034,34.402277853706444,6,3,1,34,1
65.50026017215055,6.019378939454451,1,4,2,22,1
125.69408799653017,46.92648917365652,1,0,3,66,0
35.75105143934546,9.05916395250414,3,1,5,50,0
34.80834473457672,31.137670161992055,3,0,2,44,0
42.01822063667933,11.133803956154248,5,1,3,22,0
5.0,15.360820851063545,1,1,4,54,0
44.22734934957717,27.322927086406217,6,2,4,24,0
37.22602015338906,20.859670928228823,7,2,3,65,0
64.51181359428622,8.011280048825315,3,0,1,35,0
70.25267927331478,8.546820121042414,4,1,1,48,0
116.28512517647658,20.907239408139983,3,1,4,23,0
88.51271514558151,37.86414891377504,1,1,1,19,0
42.69289033012791,44.89823234238943,8,1,1,30,0
33.04755985954926,4.206383112969142,2,2,3,59,0
74.75757514519518,19.655195377970053,1,2,3,69,0
20.393003789380735,5.012278186143831,8,2,1,28,0
114.94376297563062,0.8296240316298942,7,2,3,43,0
95.38320362163861,33.08593413219783,7,1,5,38,0
45.92473043685885,30.12247209832939,4,4,4,19,1
8.605964127273673,8.150955690744311,9,3,5,57,1
100.61617122496239,11.690641654653206,6,0,5,68,1
56.563804642421466,1.185387682225919,2,0,1,37,0
97.13448935920385,41.74736028472019,1,2,1,34,0
12.167170236168985,48.73452980242757,1,3,5,33,0
42.01874931138681,6.7729768397345405,9,1,5,59,0
60.15731099154549,11.573760688264906,4,1,2,22,0
61.40941781294226,43.4204761973467,5,2,2,31,0
46.49803585562269,46.32318989780924,3,0,4,41,0
78.68549797042496,20.981369140340515,4,2,5,68,0
27.971387118522166,2.5311236134537065,8,0,3,21,0
55.72861544936119,1.96959168464097,4,0,2,69,0
63.60886895135697,28.69749330345052,9,1,1,65,0
75.43316502176248,19.64475544465895,9,1,5,41,0
81.34844634266669,1.4326213788827258,6,1,3,64,0
26.260737244863925,29.16261961562784,2,0,3,26,0
13.976574877931334,0.5651268294511236,7,2,3,20,0
98.33030465695526,39.368597907463645,9,0,1,26,1
69.96942035938775,15.321641135168578,6,0,2,35,0
37.545403903303395,2.012900150461605,3,2,3,53,0
106.53455926567568,29.417611049157667,7,3,2,36,0
63.47023902878576,19.884220721652735,5,1,4,41,0
95.37891552191479,48.690020667857475,1,0,1,21,0
62.02555444230327,27.20993312518511,3,3,2,26,0
121.82243774645961,13.761959051850415,5,1,2,50,0
112.66022527329613,35.47194323169874,7,0,3,18,0
52.53107554562779,13.574600127135566,3,1,3,69,0
89.14712852863066,45.212164570378256,6,0,1,68,0
79.36127848755443,18.73609852536882,5,1,2,52,0
101.05894672597046,27.49342813881026,1,0,5,27,0
31.052296182596866,2.5286551912114428,6,0,3,29,0
80.58154379995318,21.30606189761154,8,2,3,35,0
91.75273460548763,41.61817698304975,1,1,4,31,0
7.23781540730657,40.28244026816709,2,3,1,27,1
24.502244620026744,11.215927942676313,4,4,2,27,1
5.0,11.303953550528135,2,1,2,35,0
51.917794966663266,40.86526561066184,9,0,2,41,0
81.52626767387886,46.51992100846628,8,3,3,18,1
105.07071156288085,4.768046063650178,8,0,1,47,0
62.22284341259326,22.502931971311263,4,1,2,32,0
108.85846636713876,16.872713948211448,5,0,5,25,0
18.59695625355326,43.53442277287197,4,3,4,52,0
8.898526819345363,4.176245734000938,9,3,4,35,1
58.33356903310143,10.556297127901871,2,1,2,58,0
71.52196346817922,37.623416879324715,8,0,3,33,0
59.01915755717721,2.564692449060779,2,3,4,38,0
5.0,24.626769035714464,1,3,4,32,0
57.32639881461635,22.105351733986,3,0,4,22,0
20.865914984854406,16.720058949437433,9,1,4,62,0
80.09017646490116,19.728615765946188,3,3,2,69,1
70.99794738290545,26.497029346511646,9,1,1,24,0
31.80360641017934,8.068367919419156,7,0,1,65,0
44.583992479899194,28.59979391417964,1,0,3,24,0
28.223594343331452,40.27161646499932,5,1,5,44,0
58.11962708180484,38.008046489507954,9,2,1,42,1
88.65426961503715,7.694995234688684,3,0,5,39,0
30.428218609933687,7.462473487073695,9,1,1,65,0
75.12139546553533,13.408718387245667,5,3,1,30,0
44.09227144882678,18.05373631705186,9,2,3,34,0
36.21381503212967,20.42277907042413,6,1,4,58,0
56.78908920136327,33.98486084166726,9,0,3,61,0
28.94273032741878,2.83402160829177,7,0,1,30,0
43.39052083958454,1.7336352113033193,7,1,4,43,0
24.063663222334547,19.595528147195452,8,0,4,26,0
118.94175398749168,34.85818460689902,7,5,4,22,1
61.05790655915186,9.671767147824129,9,0,5,56,0
39.008234760222436,32.07522406281259,9,2,1,50,0
66.41939732202665,12.991406897014974,6,1,2,21,0
56.630158509275105,44.30430544067582,7,3,3,45,0
53.37091201400331,44.78449721333082,2,2,5,43,1
78.42500100130276,14.864360214066325,9,0,3,21,0
82.72523130141916,11.499687698162026,1,0,2,33,0
44.08496557168418,20.565198603311565,1,2,4,54,0
42.725452780659595,12.026579259007436,3,0,2,39,0
51.74844908545068,33.61919216458518,6,3,3,53,0
5.0,41.30323422741428,5,1,2,55,1
14.544268134043435,33.65460654556085,2,2,1,52,0
101.00622802333574,41.21752236246748,9,2,2,42,0
109.34903140503852,19.84960811037371,4,1,1,25,0
52.52891881330865,7.815848535443043,4,4,2,34,1
77.29670889167299,36.89754736987961,5,2,1,35,0
69.33750463630608,18.023725257077693,8,2,1,67,0
152.36642425365713,33.56354126145663,4,0,2,29,1
93.5872473430373,13.532197099088282,5,1,5,50,0
56.162472255577,4.061481740333633,4,0,4,40,0
31.33378678198723,49.62908977438817,6,1,4,29,0
11.806610392272823,7.810075396529964,3,2,4,28,0
66.10390907601669,49.42104969817405,8,2,1,30,0
37.3094776414709,48.86399662832236,6,2,4,52,0
17.332388712069772,39.69090519540198,5,5,1,44,0
40.60281347272421,32.97114810409988,2,1,5,42,1
27.55355989156815,28.890352512554234,7,1,2,57,0
110.61424905217694,43.305077268891736,2,1,2,20,0
86.44919270848351,14.471976080974397,1,1,1,66,0
59.76082076050148,23.38406062424385,7,4,1,42,0
104.39832416670077,30.969498468325096,5,1,5,62,1
62.321049229428546,20.559523793474554,1,1,4,27,0
34.161473960152094,21.3743227045134,4,0,5,34,0
105.69372231808973,16.51423337510422,4,2,2,20,0
76.16730131053976,28.2115908342268,7,2,2,62,0
28.88261537020631,42.5287264007558,9,2,4,39,1
54.289839657491754,10.076418900315643,2,0,2,55,0
33.731452398457286,46.72165193767207,1,2,1,31,0
18.51600807106992,34.45438268741148,2,2,2,44,0
87.78532642594925,41.16366063400151,7,2,3,59,1
117.28249921410392,27.809534631500583,6,2,4,37,0
18.04297278542576,38.97583507120317,4,3,4,65,1
76.88907710071713,0.8100198669733605,1,2,4,35,0
40.480722926345194,40.91902123897676,1,3,3,30,1
45.38623848705912,2.006942954268326,5,0,5,59,0
42.228182272833926,44.49566881814312,1,1,1,23,0
34.080276909605516,49.59813736193217,7,1,4,27,0
61.45564883834481,14.70337310883889,1,4,2,54,0
35.07149650766887,10.515927814289682,1,0,1,46,0
68.11370477339517,38.26816819290204,2,0,2,23,0
58.49285671652589,12.651317046012661,3,1,1,56,0
52.83155859400771,43.278119158610174,1,1,1,28,1
32.77309013875207,5.142129607873835,9,0,2,65,0
42.69686008295002,6.297759818967913,8,3,2,42,0
82.66173677477268,48.957577755030776,5,1,1,61,0
75.02751562873142,33.69194491350023,2,1,4,61,0
30.67334265604347,42.34436122144764,5,3,2,47,0
62.97996916287678,16.2164688675759,6,0,3,37,0
82.54161370115366,33.82418747603022,1,1,3,54,1
9.917841566358845,29.71209136542986,4,0,1,33,0
76.30080577139805,30.15750600614735,9,1,5,48,1
40.1212872316246,34.126622976886075,2,4,1,46,1
77.11796005779478,28.76795865645493,5,1,1,23,0
37.102225303724495,21.453118465133297,1,1,4,46,0
5.853536980064426,13.796134719027343,4,3,4,49,0
11.173726863505124,38.4290665456601,4,0,5,26,0
61.442548399841456,11.31362150015931,6,2,5,54,0
67.79167505164446,34.61771530772071,9,0,5,40,0
32.87050124686775,11.666641132466331,3,5,5,33,1
79.15777376332122,31.266508497722693,9,0,5,35,0
10.154398131931202,37.35391335645144,6,1,1,36,1
58.0176060405805,10.93569444532696,7,2,1,61,0
23.669514007126303,2.997165043065414,2,0,3,19,0
40.444916765935226,6.548687149708704,6,1,3,27,0
