edad,meses_inscrito,visitas_mes,gasto_mensual,clases_dirigidas,uso_piscina,indice_fitness
41,38,16,22.408117834667532,9,1,24.815708290066503
32,6,19,28.548642494560184,18,13,55.386603892155385
49,22,23,55.69692161541774,10,11,68.93289449267708
49,25,11,69.00245458297591,14,0,60.65876070921739
41,18,13,57.39721305540415,9,2,37.85042581144371
58,17,9,44.919127504097005,10,9,41.3697552407709
69,12,20,31.595782475159194,2,6,84.73990465332227
66,6,24,58.476280074407256,2,14,36.24706393186693
66,26,19,30.770971422212433,17,12,78.71335679450797
69,27,16,24.76572398541361,10,0,42.57369429634547
29,8,7,40.37296000185143,19,6,77.60348212078466
56,19,19,15.0,17,4,65.82207942580035
19,42,12,24.27922688171627,14,8,48.03914067230869
20,1,15,73.28985503824231,6,1,19.669395313155903
66,57,23,21.497873633123966,9,0,62.97135401979581
54,29,14,27.17777428431283,19,8,58.63126273270581
66,45,11,46.07749361559996,9,7,63.278255577971706
34,49,10,46.858558200450226,12,9,65.78802980344426
66,35,11,41.48063553931719,14,5,28.717458758514077
19,40,6,15.0,17,14,62.86543613823073
19,14,2,57.72733991456685,3,4,69.85081349200767
45,35,11,38.35419900363005,19,7,69.61485375667736
40,48,19,63.30674283262351,16,7,29.93886752315082
54,45,6,35.327735677067295,2,13,78.08597494086509
49,20,14,59.73741508710865,1,4,63.57398978026905
50,56,20,64.44125173619153,3,11,66.11095945508549
18,49,6,37.9958658636927,0,6,37.08599879769896
36,13,17,58.2067529115847,14,12,70.14184368720991
19,38,10,25.071829828254042,0,12,20.521719043399216
61,49,1,48.955342306042404,5,0,38.03606257190941
43,46,3,63.33341562532259,6,3,80.33168565065424
49,49,8,52.777392689461855,18,1,69.17188875954034
23,8,8,81.0933588427986,11,9,60.8301617699219
49,43,20,53.61536988436734,0,2,73.87427754451849
21,20,22,39.52093121088748,6,11,75.26385347894293
28,33,15,87.61329589502247,18,0,70.15830356295167
34,26,24,69.50551526021326,12,10,50.65144108447596
55,39,7,20.956386573024048,11,10,37.43906919068618
41,21,11,33.237545926075285,11,1,41.731741514775244
22,53,7,29.427628394380147,12,12,83.21175442056307
69,49,4,54.68444406763584,13,0,29.490027658800905
51,42,12,53.56737055225183,11,7,64.81646808291909
23,43,6,53.451778985932485,19,3,64.84718249951982
39,54,14,20.55135810751574,11,2,84.36114266325913
28,41,12,35.42862680092426,5,0,64.79118282374239
65,9,11,42.760721179145335,9,1,46.535525344663526
33,24,19,17.67119176018917,19,2,46.85048825244198
50,37,21,31.92258350163164,8,2,54.884387650621186
26,49,5,65.34650565248599,1,5,77.65338506660086
23,41,14,21.688860030456173,6,9,71.130397174986
33,17,21,66.82890740577722,8,7,33.2857739821948
46,24,24,61.36723638803254,11,5,60.57325650609707
20,21,16,40.63894170293278,4,1,71.5052686795138
37,51,13,35.26690500948473,0,1,50.25649228821663
53,59,22,57.47741433217951,14,13,11.800511464368213
36,39,22,33.183897586565536,7,6,51.07053766112211
43,55,20,33.93003075080814,0,0,25.297005994738484
20,41,22,44.64197393992907,17,0,22.130901120067378
36,39,4,15.0,12,6,76.30331798059889
37,13,11,23.250366023974408,0,8,100.0
49,11,17,40.26508126497775,4,4,82.28570907494255
24,46,7,52.13544048318899,17,10,10.0
69,19,14,32.976390928819825,15,0,51.53974618902987
58,11,11,42.03584282967476,9,4,43.206231862214366
50,13,22,20.79810887793552,3,10,25.581553392337113
57,46,9,58.987257784054805,0,0,64.29717486178369
56,45,23,48.30123494341473,7,9,51.304125100148376
35,1,13,49.62818853958825,4,14,31.71820820842786
57,40,23,52.323759269773426,1,11,13.8730951242094
18,44,18,46.17191255242179,16,8,42.82167740990093
28,19,11,37.74340862139001,6,3,55.15814089547897
45,12,15,61.94481823080463,16,8,52.63166426085048
42,8,22,47.35321721641159,5,1,76.25564670416425
67,8,19,42.514208569898635,14,6,61.75968066266425
40,53,1,44.87018019119244,4,14,48.107425809744576
48,45,4,44.5505240026689,14,11,38.65544821875646
47,12,14,42.36351594112032,17,12,19.58146884122484
59,48,14,51.691595437618616,17,1,33.17448279680261
52,33,3,30.96209666816447,5,11,82.16641622172614
24,45,17,32.05813446389538,1,3,72.29345941849937
33,26,3,53.388955341429536,16,5,60.775364674895826
43,39,16,42.82140988908306,3,13,45.11861417904777
65,28,14,59.570896532146435,11,1,79.82039577165526
69,58,20,51.133185009477955,18,1,34.77767240732497
66,5,13,36.71058134885652,1,1,35.00640853593262
19,8,15,53.62644544693012,1,2,53.130450233515795
18,25,14,62.95786436938404,13,4,11.33722044982882
65,27,24,51.70469334181881,14,8,34.21046476755835
29,46,19,54.98377414600195,19,5,50.27542612795397
22,23,6,42.42343724094896,1,14,45.77532009438191
54,30,10,59.895598243207544,3,14,35.234899976464575
49,45,15,36.28964377605534,18,11,95.70793866406422
26,47,21,50.07814538610775,8,13,82.26520480506764
58,23,22,83.54259228653899,6,8,89.29203167068385
52,49,20,53.083215840384895,12,9,53.019114137472755
36,47,6,38.68933154112197,11,14,45.22828023317807
65,20,23,38.650616374629,2,13,87.0332691533837
33,18,10,43.92987454064483,12,12,56.704127239112736
20,18,7,57.768686725941166,14,4,33.79020621464094
37,2,22,47.18666263751073,13,10,35.179382917465915
41,4,17,35.27208280142405,8,5,48.51144582894293
50,30,18,35.24554510816965,12,9,54.55958983250782
41,33,17,47.28073996534471,3,11,56.6292205640476
69,36,9,45.63592480108186,7,7,51.328306260603185
28,18,10,51.82464253678531,2,2,100.0
66,37,10,58.76234843677342,1,1,27.93758003991753
25,19,7,85.91039553614249,18,2,68.45422520817287
53,47,16,23.069497248485995,7,13,45.45094545541166
55,28,18,55.30293190929662,16,8,54.22429022050497
57,40,6,46.474615625824356,12,14,73.80990856486058
37,20,20,17.33135653334117,6,5,19.34502432166135
52,49,1,63.742960854775916,8,9,36.082595131093356
65,33,1,51.31759839872921,11,11,52.32681229234367
42,12,12,56.997094392302344,13,3,84.52503549698996
52,58,21,19.50871582353476,13,9,84.41959418229185
42,51,2,41.693746087526875,14,2,80.5460287599689
46,15,4,28.81204582658556,2,12,11.13224383174397
35,41,17,77.44651414020917,14,1,34.00461661445598
63,39,4,62.16825518616572,18,14,34.82729739295223
35,2,11,34.78548325071807,19,13,53.895295095566475
19,29,22,21.950416485755966,13,3,17.93946935048961
52,41,4,47.910825995756326,7,8,76.95793073466652
33,10,1,61.386330034415394,4,3,15.11224850117651
58,2,7,18.97419591846106,18,12,75.65051886107885
53,51,18,31.023379935102454,3,11,72.41677602644032
50,11,9,28.416229364790617,13,4,33.11229997255546
21,13,3,58.00419248865881,15,14,80.23909156827386
50,10,8,39.452563671832316,19,7,48.33578690770156
31,14,24,40.08095216433742,5,1,43.146020180594185
38,18,19,47.61982020958452,5,11,46.571049804712686
65,51,4,31.82578781506479,2,10,48.286349360136924
37,54,18,23.344698949086528,14,13,50.1265206981718
25,9,20,65.54527743540427,2,2,50.580533560548986
24,57,11,66.93728562719392,10,5,37.19368174694381
20,39,14,47.69373689194768,2,11,41.83607884556682
34,28,18,48.782332585014295,9,6,43.56795046713969
50,3,16,63.91520964870012,17,3,88.45460632586718
65,20,3,47.3498033490561,0,13,43.5769497218315
29,6,15,38.713831410845316,15,14,42.29271034815036
68,27,4,45.59008690166195,15,0,85.32657610711192
39,53,5,65.89752955751209,9,6,48.559822862924364
39,2,17,45.79982502643209,0,11,37.195365456818735
63,29,7,34.959261980196715,3,8,32.860854688382965
47,38,16,47.20503073927647,2,0,26.59679129638448
55,3,14,54.84334706303646,4,13,65.82369948902888
55,16,16,53.043802423585475,11,0,18.91298457822073
62,30,7,53.29235922107414,11,0,81.92675412702724
68,40,9,32.59983481299855,12,9,53.17337321873737
25,2,4,56.55155349837685,11,6,46.2585123444111
44,17,22,45.426989088184335,15,10,50.43288922630094
44,41,11,34.323132487958176,12,8,64.26113309892256
51,12,2,56.4322757047805,4,2,45.60321932498772
38,35,12,38.19541726624854,3,7,51.1645657621654
47,43,12,21.385539771666704,14,8,76.06159627184232
50,1,4,29.99096428334517,11,2,61.93811278806402
45,55,18,42.275446004293755,18,11,30.00076281208234
64,45,21,53.674534231669185,18,11,40.84503331156228
50,15,7,32.038950718678635,10,2,19.371666999334984
22,26,1,41.39006309343698,5,14,67.30493139017757
65,37,23,26.75089152505413,8,0,69.43999683561653
36,21,13,59.730493743597165,0,1,36.312690002480664
21,49,6,70.75996670933327,11,6,100.0
52,31,6,69.13923786732481,13,2,100.0
66,25,12,59.47469325729207,5,6,55.45619066526318
34,23,8,57.937649356803924,0,4,39.05264897799891
61,24,24,15.0,1,9,60.47602378863285
45,57,22,47.65759848330158,10,7,38.579361201046616
47,38,19,37.55861064510138,2,4,74.0006459233403
46,28,5,58.20699541567352,9,2,58.32718512055964
63,21,18,15.0,5,8,59.765473339734164
23,54,5,47.89451554155267,5,14,90.18331610940436
52,43,10,41.783343242513965,19,6,42.61953347550844
58,18,1,61.77644899397106,1,4,43.42018216288703
54,36,10,68.21980580512107,9,6,72.16740918830794
41,35,5,31.067309744808476,5,10,46.56005246533158
46,45,12,31.74434346154777,16,9,87.07662843722832
66,55,22,48.457449318175705,13,8,75.0099327298112
63,9,7,71.00644037282312,4,4,47.57277785869682
48,53,9,45.902170159245244,16,6,18.768663363722084
52,38,22,25.812578769685043,1,10,25.95512908083382
50,58,21,35.91197330755061,8,8,45.36467877515093
69,30,12,48.03996246695193,11,0,63.094197371794436
38,44,23,48.60303642845935,18,3,77.04554216603354
49,34,1,34.4386854661144,6,0,50.65424800901806
40,32,11,35.613139593305675,8,7,37.22223465950981
50,3,21,30.276480081654025,15,2,52.18516398653438
20,3,15,62.11756775780693,19,1,55.40738702220652
35,28,2,32.478372310599156,10,13,81.09890634765938
42,44,20,38.028086941225745,11,3,79.98848383593767
59,15,7,37.60120625214071,14,10,34.96195646315111
48,41,21,20.91064128726913,17,2,64.08183596540762
20,23,12,32.04877042773276,18,10,37.923078491165796
57,40,22,63.422063989298074,15,4,38.48796273136543
63,11,18,26.86068237313908,14,14,75.77351026192915
41,48,3,30.545365472604487,4,12,51.013850554659605
67,32,7,25.01181339331111,10,7,67.79723469149027
49,58,11,43.640826596531085,14,9,65.69469312075108
64,59,18,73.28215081899435,17,7,53.41029246381338
39,57,12,43.00958667709393,12,10,61.65975465022762
40,54,6,46.00143188031585,3,6,59.077068174511076
19,36,5,33.06829146199517,16,7,31.99100426735932
44,33,1,44.07572932811591,3,12,64.74651175171451
59,24,12,63.435754595214235,15,12,40.88004990271932
19,39,11,47.143640814572606,14,4,33.618105515750685
43,34,4,76.97655123093246,13,9,72.09286844685647
34,56,18,63.89219568458537,11,9,43.173613872063584
57,28,4,43.705254818326004,2,10,77.21376259200048
50,37,17,43.41318186611827,9,11,76.96719497068295
26,7,2,69.46384706435447,7,10,45.46497915813379
60,4,24,47.059883637828435,5,12,76.3668188404653
65,37,22,66.13382340407584,13,5,47.21349639256347
56,56,2,75.0436101019,16,7,53.63220476817826
46,1,12,41.93670948263836,18,14,64.87572001399451
59,1,6,50.279330489025234,15,12,95.78792826794356
43,47,10,59.70006276849569,14,0,73.81794292369798
52,20,23,56.5125005853378,14,5,53.844208936616894
67,19,21,56.407360993807515,0,5,57.06604712338448
42,29,23,24.997892592333976,11,14,23.337551345619495
41,10,16,32.273749077573015,9,10,75.09603001802276
30,18,14,37.570994685882184,13,12,72.94673491409876
24,28,7,63.21631205203013,9,4,60.6698461274137
53,35,19,26.46937639309671,9,3,69.35512279473774
62,43,23,67.84840060768259,19,0,14.496247987755773
37,47,17,56.69751171118024,10,10,33.364687667150584
18,31,9,62.313453370841614,15,9,91.0294722918436
25,27,13,31.05700384132502,8,10,49.84545335135301
63,11,22,46.08453544035196,14,7,70.14865934879263
33,49,5,49.48414179196975,13,5,40.06720876685547
31,49,23,48.824505030340404,18,2,46.156646693156816
29,38,5,49.434861012700765,8,11,92.09365561864621
68,5,10,40.852102794073325,3,2,51.850963620271955
40,8,21,47.02810621595489,6,11,65.4712014907608
32,34,10,60.5034593259778,7,5,57.60911582995439
45,48,7,27.502315373386647,7,11,59.92834346245235
51,52,15,68.20575178358105,18,14,59.24454391217249
19,56,7,59.72848434552671,14,6,15.44793459402213
49,12,15,30.521971609750004,15,7,64.54131733516522
40,38,3,50.75754065182982,8,4,44.24741209028208
39,1,19,58.52248164237067,11,9,90.59134344523889
68,31,10,26.470600141714744,15,5,39.547195126155735
42,4,15,45.62967650064901,3,11,45.56797292965531
39,49,3,43.82227048747491,4,0,100.0
39,45,6,35.31629186239658,7,5,69.4680975074812
66,50,12,46.3853525514602,0,8,35.33161984886732
69,5,15,35.995701360558144,5,9,58.52822318744505
59,30,6,65.61460603456106,14,3,30.592117368718338
23,56,13,35.60033518008885,3,13,60.151733882646774
32,24,19,56.87968410019737,10,13,38.912431146599936
60,59,3,20.169204185697534,4,9,92.29696930740822
54,3,8,42.572852942250584,17,12,63.41768947863429
50,11,8,45.18466736027038,14,0,65.55104367034272
25,45,23,42.08563424076704,17,13,73.99502653751776
61,4,20,39.05522554206914,19,10,76.23246294399759
61,26,15,34.98727461982317,12,8,41.21860131502723
22,27,4,56.31811170022355,4,3,56.89937474111496
56,46,19,59.9918678264307,0,1,46.09041793794438
21,54,21,43.76758671215025,17,0,96.8814619170864
23,43,3,28.550437379675405,13,2,10.0
62,27,13,71.90923997080242,4,6,43.49779966487507
49,42,8,31.80303850638179,5,10,53.40077169785101
69,51,23,23.10866612275279,15,9,57.73871810205301
47,50,16,15.0,11,1,57.330376023475814
64,6,13,46.4917784536899,19,14,54.076962755156806
52,59,3,41.738754217271456,17,8,51.751640296211015
57,15,16,60.46434973719509,1,11,59.8259393712308
69,53,9,54.16626845168321,12,12,64.23005999021007
33,30,14,49.353018368775565,16,10,90.81417755111885
30,42,13,40.92949206805876,16,1,90.63720607101955
67,37,21,61.649659082965,15,4,61.01993720206376
59,58,7,73.01084852628799,17,7,45.09308826239871
47,37,15,60.134687986948556,7,12,46.49225478230501
36,42,7,38.04702553726185,2,12,28.718166688175025
34,37,6,56.72348330823263,16,11,74.06468869939687
36,35,2,38.968654117991775,17,9,54.105306418012226
45,23,9,28.423990262100382,5,7,63.7452318438352
43,6,22,31.514414068170822,7,2,61.67494634363884
54,4,24,39.62732393793382,12,1,41.047591783963966
43,18,17,46.55939518445316,7,8,38.578357070279374
40,9,5,75.90871728863189,18,2,45.94175014052666
26,49,12,31.774657865821986,5,7,64.71452653593893
29,29,1,64.85232734536993,14,1,53.38496658917469
18,13,10,40.24110672461146,9,2,19.69379351370324
18,59,11,15.0,16,0,34.517079376310086
64,47,16,37.41410995604493,0,13,49.65256311736927
51,52,14,62.65045489751536,6,10,54.391792631384504
49,17,8,50.170042789938535,12,5,65.30958731929996
65,45,24,51.06676797995935,2,12,55.78521938061058
42,32,17,64.9275601326657,18,6,47.74575383225
57,48,18,29.454955665964086,14,3,47.058273460751735
62,22,12,29.22374354861625,4,0,59.02925087687087
18,4,17,15.0,10,2,63.36097936842773
33,5,14,58.15623106864177,17,8,48.40394643609124
56,37,16,53.43726350444405,2,4,33.44611821811587
22,41,14,55.85949779386671,5,5,53.02789183546262
39,49,9,27.254831639148293,2,3,42.00276841603596
46,13,4,20.93626566120221,4,0,60.75160598712941
20,34,23,25.205725373500012,8,13,84.61495373449607
29,45,11,31.161415914619436,18,4,27.96871486155453
43,22,6,68.30938363369282,12,4,78.01393393393047
33,53,15,60.00190085673753,5,4,64.3807918689493
68,59,5,38.126690390695195,10,14,77.0568142146709
54,23,11,49.48877989889977,13,5,46.285111930760195
39,51,18,34.82456630778392,5,10,26.079445721111703
46,3,13,50.464196411724856,5,1,58.593915374341414
31,42,11,27.928563933870027,16,0,82.99370513142946
45,34,14,56.25377168960897,10,14,33.78956766636401
22,32,18,32.2544505362341,14,1,36.79375629714637
64,45,19,57.088725428147356,8,12,66.74397379647111
66,51,24,38.58865637708487,16,9,44.75586221454297
47,58,15,33.14886069602589,6,5,88.32170085976614
63,49,9,69.19495075874484,6,4,68.04151406260321
69,21,8,47.654192773406486,0,14,40.61553368023263
22,46,20,40.16727943427164,7,4,43.707073009158606
29,44,1,56.372674625268964,4,11,44.49787572444822
33,21,4,24.900133956376724,18,11,54.14159287426417
43,44,14,61.60295383890538,7,14,61.089026981606324
43,11,2,42.90832940387326,16,5,59.6286169930492
65,39,16,54.01181573502656,18,13,32.505915821471255
38,4,3,21.781898084653708,11,9,73.03751249866464
56,51,8,39.26361062800507,14,6,49.1983786523083
53,1,6,45.06870209018226,3,8,36.449287835026205
50,28,16,60.45448820427793,11,6,45.73909678956343
47,24,24,55.20616595906224,12,1,75.28615604489966
54,35,16,39.11284443573875,13,5,58.806466545291364
40,13,7,49.769216359850724,4,8,60.55123065819965
27,47,13,63.84853652590473,15,6,31.600237846071696
22,34,13,42.0001727486616,6,1,57.64466321114344
53,11,5,40.36702559347039,14,2,74.95063539727128
51,36,20,16.654430358706314,12,7,18.94040238367478
69,51,22,40.81391496985785,15,10,47.22100715630429
