progress_id,student_id,course_id,lesson_number,minutes_watched,completed,progress_date
124,1078,15,4,4.56034871005534,0,2023-04-21 08:57:00
125,1029,14,9,19.386922032283127,1,2023-06-10 12:24:00
126,1105,20,28,2.6403428365525876,1,2023-05-13 12:39:00
127,1050,15,6,20.833570569871203,0,2023-04-11 13:35:00
128,1080,14,1,7.286301876357496,0,2023-05-21 20:34:00
129,1132,5,10,17.532444695215958,0,2023-02-24 08:14:00
130,1028,6,13,23.168544184524887,1,2023-03-18 12:32:00
131,1131,17,14,9.155848592162775,0,2023-06-13 21:17:00
132,1137,11,6,13.06945787057006,0,2023-03-29 22:58:00
133,1183,16,25,12.114832814810809,0,2023-06-30 21:04:00
134,1144,12,29,4.782672377508835,1,2023-05-11 14:04:00
135,1073,15,6,15.16748825177828,1,2023-07-19 18:34:00
136,1016,4,18,18.832046044502754,0,2023-05-13 05:28:00
137,1083,18,20,23.00499589417166,0,2023-02-10 23:23:00
138,1068,3,16,21.41926243958831,0,2023-07-24 21:32:00
139,1033,8,15,13.24046511347276,0,2023-09-20 04:31:00
140,1005,3,16,18.256411708286436,0,2023-02-16 15:46:00
141,1052,8,8,20.218801920973426,0,2023-01-29 05:33:00
142,1193,18,13,12.843729129720371,1,2023-09-30 16:07:00
143,1125,10,7,3.7702614569024258,0,2023-06-23 03:33:00
144,1042,20,17,11.5103383323369,1,2023-06-28 18:26:00
145,1114,17,18,21.219472916837557,0,2023-05-04 16:24:00
146,1110,8,22,15.31939372944964,0,2023-07-25 12:07:00
147,1150,11,7,18.387001048224136,0,2023-02-07 04:15:00
148,1182,5,19,5.446432531662101,0,2023-06-19 11:46:00
149,1079,13,13,24.14410643706414,0,2023-09-14 05:42:00
150,1094,5,15,10.697932707839426,1,2023-09-01 08:17:00
151,1117,13,23,16.687252545225494,0,2023-05-14 01:19:00
152,1143,6,6,1.4529341101745263,0,2023-06-28 05:33:00
153,1007,5,22,4.055662294126992,1,2023-07-19 18:55:00
154,1131,9,1,19.768822477238054,0,2023-08-01 06:47:00
155,1103,16,29,24.231266692486113,0,2023-02-05 09:35:00
156,1131,2,16,8.681328521331476,0,2023-05-31 23:38:00
157,1183,1,5,1.892337638590356,1,2023-07-22 05:00:00
158,1024,8,3,9.660798447523302,1,2023-08-27 08:27:00
159,1194,19,10,1.419235126696063,0,2023-02-07 07:56:00
160,1095,11,3,5.616954214299259,0,2023-03-06 09:39:00
161,1194,12,5,19.059328361289722,1,2023-09-26 09:32:00
162,1154,12,7,23.490121554555905,1,2023-07-08 12:09:00
163,1092,7,13,3.0987780248532797,0,2023-08-17 04:20:00
164,1159,13,10,14.389618691452222,1,2023-07-04 15:31:00
165,1177,8,2,7.093140306976767,0,2023-05-03 06:56:00
166,1060,9,6,4.337419019054309,0,2023-05-07 04:15:00
167,1121,7,8,6.2555255173973805,0,2023-07-18 04:29:00
168,1050,15,4,14.866313619944979,0,2023-10-03 05:19:00
169,1146,2,25,2.563228034655065,0,2023-03-21 19:38:00
170,1020,20,44,11.42124630804202,1,2023-05-19 06:25:00
171,1004,12,28,4.245468422923933,0,2023-04-07 21:59:00
172,1091,1,15,7.5442492574675555,0,2023-09-06 09:43:00
173,1169,8,8,5.5781039138383335,0,2023-06-03 19:25:00
174,1060,5,7,22.191411995941532,1,2023-02-01 15:27:00
175,1021,15,14,17.99227194091095,1,2023-05-17 01:21:00
176,1148,1,7,21.84310189473929,0,2023-06-26 18:16:00
177,1069,1,3,10.20310802914462,0,2023-05-22 01:25:00
178,1000,10,22,8.521920756488083,0,2023-06-17 11:52:00
179,1132,10,13,10.134092677546409,0,2023-09-17 14:53:00
180,1011,15,1,1.4451566973857792,0,2023-06-30 17:07:00
181,1089,17,19,18.392902603565396,0,2023-03-22 18:42:00
182,1045,6,13,9.394538965481878,1,2023-06-24 03:25:00
183,1033,3,1,8.519771285843,0,2023-03-25 19:57:00
184,1176,13,4,15.355385568892789,0,2023-04-05 22:07:00
185,1077,16,42,11.469997881035594,0,2023-02-22 18:44:00
186,1044,8,3,24.540240837373563,0,2023-07-09 14:23:00
187,1154,15,9,9.550073029571232,0,2023-09-07 17:55:00
188,1072,17,3,15.73350021298992,0,2023-05-08 03:08:00
189,1025,17,6,8.479626414631642,1,2023-05-10 01:27:00
190,1046,13,6,24.77427952505576,0,2023-01-04 04:30:00
191,1120,17,23,11.682664833283075,0,2023-05-09 14:12:00
192,1055,6,9,16.21909146080327,0,2023-07-09 14:54:00
193,1093,17,12,4.041320102864249,1,2023-04-24 05:28:00
194,1106,16,23,18.592581156727796,0,2023-07-17 00:38:00
195,1062,14,14,7.4610413890149285,1,2023-04-30 06:04:00
196,1047,13,33,11.766718067912127,0,2023-01-24 05:10:00
197,1060,6,8,22.19519349585899,0,2023-08-09 16:11:00
198,1080,3,5,24.293260357242435,1,2023-06-28 21:55:00
199,1025,14,9,11.189730444168568,0,2023-02-06 06:39:00
200,1035,14,10,21.035264030907996,0,2023-08-08 11:37:00
201,1000,15,13,2.280375869196658,0,2023-09-08 18:36:00
202,1007,8,15,21.3417767149663,1,2023-09-04 19:40:00
203,1112,15,12,16.108247731663592,0,2023-02-06 15:32:00
204,1098,13,5,12.728948041398446,0,2023-02-15 14:56:00
205,1179,17,5,22.359128923293945,0,2023-05-02 03:10:00
206,1046,3,18,21.28809334015393,0,2023-05-02 17:17:00
207,1126,6,12,8.126682302885728,0,2023-05-28 22:09:00
208,1055,5,27,19.99572117627418,0,2023-09-10 01:41:00
209,1013,17,3,3.3877824078969425,0,2023-09-11 09:34:00
210,1027,2,26,20.74633445121688,0,2023-05-13 15:11:00
211,1077,15,7,17.21093483255801,0,2023-09-18 21:56:00
212,1129,5,17,3.1087919423666257,0,2023-06-16 14:05:00
213,1108,20,18,17.39392416337925,0,2023-07-04 01:42:00
214,1153,6,1,14.932462640232885,1,2023-03-19 13:23:00
215,1013,6,9,15.269202427481076,1,2023-07-19 20:13:00
216,1186,18,24,7.980734443112765,0,2023-01-12 14:19:00
217,1055,18,5,7.3959328003082865,1,2023-09-18 03:00:00
218,1114,4,2,19.30084268929648,1,2023-08-08 12:48:00
219,1006,17,1,7.163523544413739,0,2023-08-06 17:07:00
220,1002,14,7,11.710294043437568,0,2023-07-06 22:53:00
221,1110,14,13,17.674935966370832,0,2023-03-16 04:15:00
222,1150,13,32,2.9107900318585065,1,2023-03-14 17:26:00
223,1106,7,18,15.269161182679774,0,2023-08-19 16:47:00
224,1017,12,17,15.145032943554813,0,2023-07-15 07:23:00
225,1037,15,2,17.421489061312613,0,2023-01-11 20:22:00
226,1114,19,39,9.878274287335806,1,2023-07-29 10:17:00
227,1014,11,7,11.775514577532153,0,2023-01-28 16:35:00
228,1191,15,10,8.919263534672648,1,2023-05-28 07:39:00
229,1118,12,22,20.396037932530618,1,2023-09-29 21:25:00
230,1027,3,3,4.1346582408671795,0,2023-04-05 14:04:00
231,1038,17,12,24.110894885807916,0,2023-03-07 22:12:00
232,1184,3,3,16.236067743501216,0,2023-08-11 08:00:00
233,1016,19,11,22.285761385412222,1,2023-05-02 01:11:00
234,1085,20,44,11.229554998354342,1,2023-02-12 06:51:00
235,1125,4,4,8.97469768940792,1,2023-09-14 07:50:00
236,1043,3,16,22.617419442975603,0,2023-09-04 20:47:00
237,1024,16,32,3.3729526930312668,0,2023-01-28 11:10:00
238,1144,12,20,3.810573556126667,0,2023-03-23 10:55:00
239,1012,8,18,8.184322635632256,0,2023-06-22 23:32:00
240,1024,17,4,24.034599562391644,1,2023-07-20 22:20:00
241,1067,7,1,16.19364663676257,0,2023-05-28 15:21:00
242,1137,11,3,14.300648718769557,0,2023-08-08 10:33:00
243,1066,18,5,17.928552072530096,0,2023-06-04 13:26:00
244,1108,1,6,11.01938934587599,0,2023-08-03 22:22:00
245,1145,3,17,19.193764034099182,0,2023-01-28 10:33:00
246,1110,4,14,10.437536751349061,0,2023-06-13 04:50:00
247,1110,13,35,20.83271643655515,1,2023-06-18 00:23:00
248,1033,6,10,7.415081969836109,0,2023-04-29 03:00:00
249,1110,14,13,7.661119823152582,0,2023-08-26 22:25:00
250,1007,5,3,13.537199330241645,0,2023-03-03 17:55:00
251,1167,16,43,11.338267800681642,1,2023-09-26 16:54:00
252,1112,15,2,16.55478026283269,0,2023-01-27 23:57:00
253,1082,15,15,9.742978112165895,1,2023-04-17 20:57:00
254,1041,4,13,6.533215577688804,0,2023-02-16 03:31:00
255,1168,8,19,12.275405509189625,0,2023-01-17 13:28:00
256,1100,16,16,14.462955987931508,0,2023-07-08 21:39:00
257,1005,16,18,4.42240129191257,0,2023-08-26 20:53:00
258,1179,4,7,14.361247017595968,1,2023-08-18 05:45:00
259,1025,13,36,8.662160925949525,0,2023-03-10 00:56:00
260,1063,13,30,10.41884523684419,0,2023-03-11 12:11:00
261,1186,2,10,7.70363509751875,0,2023-06-12 12:24:00
262,1183,3,9,23.353847867033437,1,2023-01-12 11:52:00
263,1058,8,7,17.40007075072513,1,2023-04-25 03:14:00
264,1108,15,15,7.299047473616401,0,2023-04-27 03:55:00
265,1197,11,8,16.480752029246805,0,2023-09-29 09:46:00
266,1120,9,11,21.365737829969106,1,2023-06-12 10:21:00
267,1032,7,2,10.639124999986446,1,2023-05-30 17:28:00
268,1180,13,13,20.918980219748374,0,2023-03-08 21:38:00
269,1149,2,8,4.705958664159817,0,2023-02-22 20:25:00
270,1020,8,9,20.746752756788034,1,2023-09-03 02:26:00
271,1197,7,31,13.967061824136792,0,2023-08-18 18:44:00
272,1069,12,16,6.35138771223957,0,2023-02-20 21:41:00
273,1111,19,42,10.771393229341875,1,2023-01-11 04:39:00
274,1003,7,6,24.711831818718803,0,2023-03-11 01:01:00
275,1093,10,28,19.805344399418228,1,2023-01-24 17:33:00
276,1074,16,32,14.802072673242765,0,2023-08-02 05:23:00
277,1189,3,12,3.7639338857086138,1,2023-08-04 06:49:00
278,1061,10,10,11.027477989636004,0,2023-01-27 12:22:00
279,1093,6,2,7.3132363362864945,1,2023-01-28 03:49:00
280,1094,18,18,2.704025908129366,0,2023-04-04 22:06:00
281,1151,18,4,14.01290532926356,0,2023-03-16 08:06:00
282,1054,5,9,22.340456796181027,0,2023-06-04 04:03:00
283,1136,7,7,17.214396836179002,1,2023-06-10 10:42:00
284,1130,2,18,6.992329311532268,0,2023-02-15 12:04:00
285,1030,11,8,14.766030566890938,0,2023-05-15 03:40:00
286,1039,13,7,23.637622800327254,0,2023-08-25 18:36:00
287,1035,5,9,18.349961270150448,0,2023-05-23 20:13:00
288,1151,6,8,17.547373585762337,0,2023-09-22 15:26:00
289,1005,14,3,24.235795989460392,1,2023-09-16 19:56:00
290,1065,12,17,20.172959468416597,0,2023-02-06 01:38:00
291,1074,4,2,4.278965034370051,0,2023-04-23 17:48:00
292,1003,6,13,9.343242087428834,1,2023-08-16 01:54:00
293,1078,10,22,24.163376817704467,0,2023-09-27 16:17:00
294,1133,18,4,12.752929460751949,0,2023-02-04 22:44:00
295,1117,15,6,3.6792986877084486,0,2023-04-16 18:56:00
296,1112,8,6,12.006517112136205,0,2023-08-26 04:50:00
297,1093,9,11,17.727837617699215,0,2023-01-30 18:12:00
298,1178,5,26,24.941157320349788,0,2023-03-23 14:23:00
299,1061,10,17,8.773727597516846,1,2023-04-16 15:30:00
300,1184,20,24,13.33808499710257,0,2023-08-27 18:01:00
301,1193,6,12,22.11233691159505,0,2023-09-11 22:04:00
302,1078,16,35,9.526413233376005,1,2023-07-27 23:36:00
303,1135,3,13,3.6222773581805736,0,2023-07-05 12:45:00
304,1025,10,35,23.774461000036098,1,2023-07-17 17:58:00
305,1178,11,11,12.722579361124001,0,2023-08-12 02:35:00
306,1172,11,2,13.06680905852732,0,2023-05-01 20:22:00
307,1043,17,15,15.908803470500372,0,2023-03-18 22:53:00
308,1132,4,37,1.0848789688773905,0,2023-05-02 04:12:00
309,1069,4,48,23.347148213652382,0,2023-01-02 19:51:00
310,1153,17,16,9.674826034589,0,2023-04-06 10:17:00
311,1117,9,17,10.526364697224366,0,2023-09-13 22:24:00
312,1067,19,41,5.1786219407976395,0,2023-02-03 02:34:00
313,1018,5,27,10.075638719019064,0,2023-09-30 13:07:00
314,1019,6,7,20.29464473862525,0,2023-01-19 15:24:00
315,1112,3,3,20.199800141332837,0,2023-02-19 21:16:00
316,1139,1,4,23.459124181490868,0,2023-09-12 08:52:00
317,1046,20,45,10.677507344339098,0,2023-07-05 18:26:00
318,1000,16,35,18.009316089966024,0,2023-07-07 16:01:00
319,1089,11,7,13.17370132498137,0,2023-04-05 21:51:00
320,1141,13,9,20.296546948459145,0,2023-06-04 05:00:00
321,1063,10,12,18.101008219191925,0,2023-05-04 22:05:00
322,1037,3,15,9.829670206870617,1,2023-01-03 22:58:00
323,1036,9,3,9.080172022088618,0,2023-03-05 05:46:00
324,1125,12,10,7.058619112671222,0,2023-05-09 00:23:00
325,1138,14,1,14.836378971727306,1,2023-08-21 04:00:00
326,1099,1,3,24.13222843825263,1,2023-01-26 17:36:00
327,1076,18,19,5.801601702821584,1,2023-07-14 00:45:00
328,1002,17,23,3.286058917703805,0,2023-09-22 19:17:00
329,1160,9,13,3.865615409831527,0,2023-02-05 21:36:00
330,1133,9,12,19.7943682300036,1,2023-04-28 06:59:00
331,1177,10,1,9.402515302829528,1,2023-07-12 13:25:00
332,1009,19,29,6.384803864617113,0,2023-03-03 20:44:00
333,1004,15,16,9.468258840964001,0,2023-03-12 01:44:00
334,1150,5,25,16.48793950790852,1,2023-03-06 17:39:00
335,1137,15,15,14.122890995878809,0,2023-02-06 14:00:00
336,1171,20,16,18.846145756509422,0,2023-01-14 01:12:00
337,1129,2,11,9.137779563562631,0,2023-09-15 08:53:00
338,1012,13,11,11.84868576315245,0,2023-08-07 22:04:00
339,1167,16,3,3.447240855110164,0,2023-03-28 04:38:00
340,1129,15,15,2.753407504786755,0,2023-05-19 03:42:00
341,1083,10,1,12.094125828258411,1,2023-10-01 14:23:00
342,1064,14,7,8.238318578702165,0,2023-07-20 18:56:00
343,1062,10,1,15.707213731267139,0,2023-09-29 06:12:00
344,1100,14,1,2.032051970669726,1,2023-01-21 12:50:00
345,1072,9,9,3.9223930623895704,0,2023-05-16 22:49:00
346,1016,14,13,21.764579466553485,0,2023-05-25 16:25:00
347,1008,3,13,14.59147891645851,0,2023-03-25 00:51:00
348,1142,20,43,18.08930880858945,0,2023-03-01 19:26:00
349,1151,16,29,21.207330848975097,0,2023-09-13 05:33:00
350,1037,2,20,12.132024230801253,0,2023-08-13 19:24:00
351,1162,10,33,19.265449215219427,1,2023-07-02 13:28:00
352,1093,3,7,13.590053897764584,1,2023-06-05 09:26:00
353,1094,11,6,6.345970486568893,0,2023-04-16 07:10:00
354,1048,11,4,9.10374805122255,0,2023-05-12 21:33:00
355,1068,13,17,12.768410585335861,0,2023-07-24 10:43:00
356,1061,7,3,8.6052532521345,0,2023-06-22 10:36:00
357,1187,17,1,9.05266459239756,0,2023-08-10 14:13:00
358,1177,2,18,9.097427949970394,1,2023-04-27 16:01:00
359,1077,12,27,3.9481594925705004,0,2023-02-02 08:29:00
360,1116,10,33,3.0314225730940327,0,2023-06-29 02:55:00
361,1119,18,20,2.115904952591304,0,2023-08-23 05:06:00
362,1136,11,4,3.662950264824082,0,2023-10-01 06:22:00
363,1161,16,5,9.248970211254832,1,2023-05-02 06:34:00
364,1075,17,23,15.25292333879337,1,2023-05-21 01:47:00
365,1034,19,45,5.515526253025815,0,2023-07-13 10:11:00
366,1000,18,24,22.312212304063312,0,2023-09-19 11:09:00
367,1039,3,15,20.401178349746786,1,2023-01-16 11:59:00
368,1063,16,6,13.492650707419926,1,2023-04-02 07:23:00
369,1149,6,1,18.381035939520636,1,2023-07-16 10:33:00
370,1059,12,23,9.791884592770202,0,2023-03-01 11:27:00
371,1063,11,3,1.8826670255941576,0,2023-09-17 21:26:00
372,1092,15,13,22.703988340780956,0,2023-07-12 22:48:00
373,1071,15,6,4.067043718187728,0,2023-05-23 07:57:00
374,1010,16,15,23.750496313111633,1,2023-04-21 02:12:00
375,1104,10,16,14.725182118386641,0,2023-03-26 14:45:00
376,1013,12,24,8.333513464514319,0,2023-04-01 11:57:00
377,1059,13,23,12.892590959484272,0,2023-01-31 20:49:00
378,1029,4,48,13.03911541415426,1,2023-03-25 12:07:00
379,1034,7,10,1.5588899066219657,0,2023-04-07 00:28:00
380,1164,2,22,9.531036445219328,0,2023-08-06 19:58:00
381,1004,15,9,18.75677918903002,0,2023-01-10 09:49:00
382,1082,8,9,13.24166053481699,0,2023-01-07 19:41:00
383,1122,7,17,6.861522808230021,0,2023-01-25 16:44:00
384,1077,15,17,9.042636640886656,0,2023-07-09 17:37:00
385,1153,14,8,21.71330543478278,1,2023-01-06 01:22:00
386,1061,8,12,13.61319208360551,0,2023-06-14 02:47:00
387,1131,12,13,13.680450941229664,0,2023-05-14 11:38:00
388,1088,13,30,24.075219017224242,1,2023-09-16 09:50:00
389,1041,11,10,8.701153576879442,1,2023-05-23 22:55:00
390,1088,17,23,12.508987002549482,0,2023-01-08 11:31:00
391,1145,17,19,20.481126345300016,0,2023-08-13 17:56:00
392,1039,4,29,19.213893973288712,0,2023-04-17 11:06:00
393,1071,8,2,7.3791861262881415,0,2023-06-03 00:34:00
394,1038,5,4,4.62618514252926,1,2023-01-24 16:16:00
395,1103,16,19,17.81690982849684,1,2023-01-09 11:56:00
396,1013,4,7,7.1837482433726745,0,2023-02-05 19:04:00
397,1031,15,15,23.144219884581787,0,2023-07-26 23:45:00
398,1178,12,15,4.101944655741426,0,2023-07-19 02:40:00
399,1124,5,24,8.639564803234638,0,2023-04-02 03:18:00
400,1165,16,38,2.3148939261979304,0,2023-04-12 04:44:00
401,1096,14,3,17.879327364721075,0,2023-01-11 13:53:00
402,1022,10,16,22.39030357396956,0,2023-07-03 08:29:00
403,1062,7,2,16.260988655944168,0,2023-02-07 04:00:00
404,1142,13,31,23.506072372275607,0,2023-06-07 14:52:00
405,1152,20,28,4.0840954840290316,0,2023-05-27 17:56:00
406,1144,5,7,3.105614254304774,0,2023-03-10 21:23:00
407,1193,3,11,21.121905548016898,1,2023-03-18 05:19:00
408,1052,15,7,21.532268209276182,0,2023-05-19 21:40:00
409,1103,4,36,20.944948650571074,0,2023-04-10 04:41:00
410,1103,15,7,20.175157660809894,0,2023-04-06 12:01:00
411,1178,14,4,9.693480734527846,0,2023-06-11 11:08:00
412,1038,20,29,6.219090006193306,0,2023-03-15 22:19:00
413,1178,19,44,23.29129647994696,0,2023-07-07 16:40:00
414,1197,13,5,8.368004388360015,0,2023-06-09 12:55:00
415,1133,10,29,10.561784371936774,0,2023-08-21 00:50:00
416,1066,5,26,17.789415026839194,0,2023-07-31 21:43:00
417,1134,20,19,8.040545919855703,0,2023-03-04 04:47:00
418,1178,20,26,20.65912531746403,1,2023-07-23 14:36:00
419,1199,6,5,2.68083096716275,0,2023-05-12 01:49:00
420,1041,4,27,19.98838401733443,0,2023-07-12 08:36:00
421,1191,2,30,15.4444317428273,0,2023-09-20 04:42:00
422,1014,16,30,14.751847458726228,0,2023-08-21 11:07:00
423,1110,18,3,12.001048939327855,0,2023-05-24 06:17:00
424,1156,5,27,7.649094310802138,0,2023-09-13 16:55:00
425,1032,4,43,12.137686850349679,1,2023-01-17 20:32:00
426,1154,13,7,11.800684288448496,0,2023-10-03 16:19:00
427,1163,19,9,15.010100530793679,0,2023-02-11 00:47:00
428,1156,2,21,7.757782860532726,0,2023-08-09 03:12:00
429,1037,13,13,2.8622939674275765,0,2023-01-21 21:15:00
430,1184,11,6,4.482146719339318,0,2023-07-21 23:16:00
431,1096,4,5,17.78025835507775,1,2023-03-05 22:45:00
432,1154,20,29,1.5398159112529717,0,2023-08-17 03:58:00
433,1182,20,35,21.55463307149032,1,2023-04-22 01:20:00
