ingresos_mensuales,deuda_actual,historial_crediticio,edad,num_prestamos_previos,IMPAGO
1318.7938692932744,870.6831521359941,8,50,1,0
1300.1971401383507,327.67314595592387,6,61,4,0
1338.5792837987904,1055.7851770925306,5,59,1,0
927.9901113686037,753.2376265582784,8,57,1,0
1292.9014788644015,909.1741756872173,3,50,1,0
1317.2289893194725,402.64963384435885,3,29,1,0
914.2594327894528,856.3575681199848,2,19,2,0
1946.3098044579026,272.4198298814061,5,45,3,0
1389.533168364715,867.0742502509527,3,27,3,0
723.4786011189406,651.5518019380594,3,39,4,0
1462.6214434535318,765.9753659954351,6,34,3,0
810.1273319090715,247.3216183125445,8,43,0,0
1514.8338414969808,331.47904731701857,2,20,1,0
1663.4382316029617,779.1684654760154,4,24,1,0
871.7270726593158,315.4955987327398,7,61,1,0
1585.3504516977287,738.9618876297369,1,25,3,1
1365.1123707745994,189.8586580619263,1,37,3,1
1528.824063997796,854.4522638000004,7,29,3,0
1958.717193061579,230.2430055694473,7,52,2,0
1101.8447535988519,765.6899813038569,1,34,2,0
898.5055342570042,787.6892800938002,1,45,3,0
844.1942281497907,390.96845447112753,4,58,1,0
873.6758860138248,774.6079701254181,5,27,3,0
1169.1593162343584,678.1326790000668,5,39,2,0
1336.4607899266575,438.3474431421785,4,55,5,0
1310.6763197320076,297.43359477713756,8,50,2,0
1530.8732996144095,11.212292498226248,7,39,2,0
1205.2007567511628,704.8950141899081,9,61,1,0
1781.4136308629268,130.55916859138347,7,54,2,0
1094.1372667048176,628.6032598323925,1,30,4,1
2288.0676666358477,520.9655351753253,7,44,1,0
1450.2669391060026,803.7428326314587,1,32,1,1
857.136977433487,509.3863501530407,7,39,1,0
771.643000775555,501.16566409587256,8,47,3,0
1392.9889660972742,819.5612112864887,9,60,0,0
1110.6148858696597,700.5174087252352,3,57,3,1
1485.6001976368368,694.8467871548335,4,54,0,0
1389.2950498294178,740.7802769425579,4,51,1,0
1170.8684349372509,139.32836303786826,9,61,0,0
861.282512772638,827.0366039960945,7,51,0,0
594.0611101256542,783.7406382040807,3,65,0,0
1021.3940191731915,294.9950614270508,5,52,1,0
1542.559517729389,526.7758578977396,7,59,2,0
1285.6374976520815,588.2078137117106,8,36,1,0
701.7044885152047,559.6509646794802,1,25,3,0
1269.272370340473,700.1579899705604,2,56,2,0
1354.1269518915346,1029.410034549355,7,50,4,0
846.4570255195467,924.5300183018486,2,61,0,1
1261.4900423782112,206.33424197057815,7,45,3,0
1223.2834873784,786.6209970918146,9,54,4,0
742.8118808677507,998.679995860623,2,65,1,0
1343.1149441393134,716.0425562067608,7,42,4,0
1424.3138105472938,927.29412755579,4,53,2,0
1633.2204972701109,1203.6811337102295,2,34,0,1
1621.520820813961,907.1128638320945,7,41,1,0
648.9322528171635,674.7925786925186,5,38,1,0
824.8699840339509,913.526542225426,1,19,2,0
1406.014106883464,643.4663499290674,5,48,2,0
1405.5143803648834,607.1709129854867,3,61,3,1
1406.0190745224193,494.57572928588024,7,50,2,0
2741.0925962618885,1069.0240076496325,6,47,3,0
1428.356204277267,354.4714002173996,8,29,1,0
1654.2262560722395,1059.7103174034348,5,61,1,0
1581.600705397281,749.9592371221114,2,29,3,0
1460.5565005223193,180.20814755941757,9,68,1,0
1073.8923021438618,710.2947878974264,8,66,3,0
1503.587688197307,0.0,6,69,1,0
890.8699141849713,787.6524050493107,7,41,2,0
1105.2725573039966,865.5694448966973,9,41,1,0
1005.8545808683587,422.2932133043839,7,28,2,0
1232.749655754529,637.0643087866747,3,30,4,1
2125.8634266694035,1186.247230125086,6,44,2,0
453.09392296330077,448.275988721419,7,25,2,0
1474.5040761498053,282.32772388301987,2,27,3,0
554.9136515241394,1044.4990207387796,3,25,3,0
1011.2272536842266,1188.7761571592384,4,37,1,0
1635.5802387869464,601.1087015543542,6,25,2,0
1225.712007638185,903.4389106225069,1,26,1,0
768.9020888282776,1002.4427746592644,9,24,3,0
913.8785162960128,377.2547302384848,5,31,3,0
1471.8390995738703,454.40824938963954,7,45,1,0
907.8533473131454,969.2623539464205,9,19,3,0
1286.58343583279,1105.5042836125529,9,60,1,0
1218.2287359615254,768.8642580523065,1,25,2,0
939.3598609576732,336.05569394938374,1,30,3,1
2057.57763573013,1196.1183335098324,3,38,3,1
1453.5676089272044,440.7087306564107,6,64,3,0
400.0,499.4586656485645,2,45,0,1
1274.581725907771,702.7013503468864,1,52,0,0
935.2854140926448,1066.2481262144322,1,40,5,0
1540.9733339184895,856.1927929656671,5,63,0,0
882.9917046269197,724.4596501085731,4,32,1,0
1154.1054234132405,738.9865590354318,1,19,0,1
1401.994911592183,613.0544005930399,4,68,3,0
1546.3020776680487,767.4418543555519,3,29,1,0
719.8814371776896,0.0,2,69,3,0
1066.1995056636206,511.0177622790605,9,53,1,0
1010.0218755356175,672.3965804750343,1,20,7,0
938.6683069705152,254.69577491414788,7,22,3,0
1906.1816961124387,715.896995343468,4,20,2,0
1361.9926843843823,538.6586337041635,5,64,1,0
695.646418265982,1126.642709494647,5,36,2,0
1567.1447788219104,1071.905917564457,1,19,2,0
2048.8624788050533,460.25832926455115,6,61,4,0
1612.9861042204589,554.7486865299913,9,54,1,0
592.2520136183946,577.8157303174822,2,34,5,0
1006.3063708534994,464.5021571521132,7,31,1,0
1706.764459674649,658.5074952084381,6,45,2,0
916.9322137524878,372.51537933372293,5,44,1,0
1377.5277712584914,260.8153995187421,4,27,2,0
1509.8536213717348,786.8133671700806,4,20,2,0
829.2278113687669,788.8588752665432,6,53,0,0
1176.18985757528,358.70527210200225,4,55,4,0
400.0,868.6066292287799,5,42,2,0
790.244943466284,410.52668125040054,6,39,3,0
1098.972739442736,675.9495714113943,5,65,0,0
700.8867272140602,846.1032037837368,7,56,2,0
1852.9645215726541,589.9162305888862,9,64,1,0
627.9434488157469,736.4222736423403,7,47,3,0
1023.9822053212065,445.0711068337285,7,38,1,0
1252.2962309144366,541.0600249715709,4,47,7,0
1776.509315626446,538.2421707358978,1,45,2,0
625.6551395282243,376.0264960379283,8,48,0,0
1665.2655008619838,546.9677510652654,4,69,3,0
1204.093224407835,135.414510340876,1,43,5,0
807.3965395808196,452.6538758573686,5,60,1,0
1384.8413897053083,514.5373519890987,8,39,1,0
1279.623878229388,523.1460742513859,4,38,1,0
959.9132491364821,527.5507662387663,8,18,2,0
1227.9208339960076,581.4707400419613,8,54,1,0
1045.874561255296,743.8324554258191,3,30,4,0
1245.4069381004992,862.3551222397568,9,38,2,0
1464.8522698084187,405.0704319455199,3,63,3,0
1834.4067264581408,239.03974338325668,1,26,2,0
704.8738004692605,287.3866763270691,2,34,0,0
2053.2133498625067,453.83912364152184,6,64,1,0
419.16488019099927,494.42360465504726,2,38,5,0
1139.2859619857666,369.0011801407628,6,48,4,0
1435.3268825938305,211.16500072503163,1,56,1,0
1312.396747094013,463.1637517577435,1,39,3,0
950.9201920717625,654.4279860341915,5,29,2,0
1116.75109985709,778.5088397506694,9,23,3,0
1002.7996261364669,432.77308406750365,8,33,1,0
964.2540972223154,476.1006533569698,3,43,1,1
1539.84083880841,321.99050734580675,3,22,1,0
1342.806194386019,590.568248887567,1,26,1,0
922.8361618957383,345.4714097427556,3,63,2,0
1559.8399501733002,771.93834397236,1,57,2,0
1322.9198083506437,64.2400524197667,8,31,0,0
1525.1448475355842,492.1110982642613,1,61,1,1
1451.851536769445,690.3322017575226,5,59,0,0
868.4019956311711,655.1503548967513,9,47,2,0
975.9275839212122,1407.910099194149,7,69,0,0
1498.9174420493048,704.9400073703723,4,69,3,0
1444.148106173386,298.7836209473969,9,43,2,0
1191.6393624143407,571.360725873278,9,62,2,0
1246.9309533235128,67.1260999600645,2,46,4,1
1711.06595831537,575.8200752109717,6,36,2,0
963.371444465668,350.0831828997724,4,64,1,0
1418.8389524680151,874.6170826680485,8,25,0,0
1119.1229390264423,435.1379176213395,7,40,1,0
1112.9275187091118,564.970225261426,7,59,1,0
1639.510740794876,409.332647578679,9,52,2,0
1530.1665395952118,1121.6554055559996,5,48,1,0
1525.4038544002553,503.6271701646265,6,52,4,0
1722.1915228617318,1149.7671130437607,1,49,1,0
1208.4015366531037,844.24552863548,6,22,2,0
1472.7811885179856,744.6200182006158,2,33,0,0
1075.8932973626177,710.6199441952559,6,34,1,0
1329.6665409953769,718.1391894648755,9,49,2,0
1147.9427782529262,21.698226196317023,8,55,2,0
1238.7983859970873,516.334981754773,9,49,5,0
1438.0628101747654,853.5473913552964,8,69,3,0
872.711726706611,585.3308449577684,3,37,0,0
2036.954910274184,178.44304595892748,8,65,1,0
797.5930474001192,584.2786648267592,6,19,0,0
714.3245548849071,1111.2316548766473,6,37,2,0
1663.2443494000272,974.0675146604158,6,64,2,0
1516.6650775851745,581.3987971901905,3,35,5,0
1449.647926820862,885.4347831174259,1,18,2,0
1451.338203705712,490.04789388958443,4,46,2,0
1195.1012908612342,88.83852395198431,6,46,3,0
841.0982514056674,322.6602035611337,2,36,5,1
1230.3218232774905,1068.8666305524594,7,61,5,0
929.1353153951553,517.8020754512088,7,57,2,0
1590.0478933671004,526.9848061874945,4,23,1,0
1141.1770473991446,510.0485411175358,4,61,0,0
869.8011212829954,1171.2409768719021,1,56,1,0
1071.4456633388027,1087.787674608619,2,67,1,0
1365.1725817102497,1265.6340700344401,9,63,1,0
974.5101788784101,552.2864368799846,8,25,2,0
871.1118417734274,688.6873466241285,8,41,2,0
1297.474884596765,145.00723517376264,9,37,1,0
1297.986628443489,1043.0803278354824,7,31,1,0
997.2227298515481,249.66613461961953,9,22,1,0
1011.5846777526709,665.0326691287887,2,58,2,0
1292.8199749430546,270.80924171014675,6,57,2,0
620.7662634010703,423.3399519783912,3,51,1,1
637.0144902493779,348.82127068508987,6,33,3,0
912.6223114990256,417.63742179725466,3,62,2,0
1114.6211393152612,438.2631890553064,8,24,1,0
1324.3630262392019,435.51936152247686,4,33,1,0
1790.142486779821,850.0001735340921,6,24,1,0
1543.0638492808077,268.54116208124395,9,44,3,0
1136.0245880146292,666.1624281041601,2,31,1,0
1192.3935168389244,965.3877456916675,2,31,5,0
798.9882541448765,446.04109064598117,7,61,1,0
1192.594745603044,384.62433277571944,2,50,3,0
1084.5365444319448,530.8426124459247,2,50,5,1
1329.0874241352358,953.917562508213,4,61,1,0
869.1076225790708,658.2322892860074,9,37,0,0
1407.738605696469,440.63571161772046,8,64,3,0
1813.0955652010311,745.1629953564119,2,53,2,0
1156.495940617257,269.312355049073,8,24,0,0
1360.6846888395767,804.4078531328844,4,49,0,0
1476.057596684445,722.5821923105303,2,65,2,0
1039.5118112456655,507.6574586583348,7,20,1,0
1289.6369927241667,348.4242604658307,6,56,2,0
1205.0369603127178,333.9957233149628,5,46,2,0
1239.0704394195327,760.4452009037731,1,41,2,0
890.7960864578134,968.6941507467186,2,39,3,0
1209.8040697035772,408.80767589136155,8,23,2,0
1399.19931649818,737.5160110654452,1,65,1,0
1780.4574431180167,0.0,3,41,2,1
1583.7083304340827,424.6146808028401,2,57,2,0
2061.272983004623,590.6823201387294,5,40,2,0
893.0609748447803,327.09497490544993,4,55,4,0
1548.9282546882714,319.0480875631212,7,27,4,0
1273.3368022953407,399.66613305933413,5,33,0,0
2075.921173287069,687.657818497912,8,28,3,0
876.6806858579394,543.8012944780876,4,49,1,0
864.1112631276897,0.0,6,62,3,0
960.2429418223911,0.0,4,23,3,0
400.0,417.9404466428474,2,41,2,0
989.6979913276956,737.3059758160656,1,50,2,0
896.3469353785208,0.0,1,68,1,0
1260.157514590483,450.0809471545108,8,29,2,0
1336.7023903108638,442.12564304477365,4,44,0,0
1950.4683356863545,1016.5013334625344,5,55,1,0
1580.16953527442,484.4934564861409,8,35,2,0
969.2385377350388,714.8966954222785,7,62,1,0
840.6341314606568,642.377142026239,8,56,2,0
1396.7676686026023,0.0,8,30,2,0
671.9067171917432,830.4621649895212,6,57,1,0
1932.5835063417414,664.6189516368863,2,47,0,0
1671.7760482885149,752.4805919023769,6,66,2,0
1012.3297391581181,1777.871311930898,1,58,3,1
514.746188363649,0.0,1,69,3,1
1741.5489496661653,1117.4089949283325,3,30,1,1
1154.184061898953,513.7657441798933,3,51,2,1
1695.1265247893848,686.1986713209028,5,53,3,0
562.2289364822532,586.3463264096273,1,47,1,0
960.2499908184909,472.72909998058697,6,42,2,0
1202.0974798872733,429.0501215283724,7,19,1,0
1218.7922375058968,698.8526206719027,3,53,4,1
1019.9738114083025,144.84789099849627,4,35,2,0
1449.1399729389996,825.1737502565297,3,22,5,0
772.9518282469622,475.1416785344238,1,36,2,0
1143.0482059914825,260.97919828789264,8,59,4,0
1248.1182526847595,464.9961426012559,2,35,3,1
1405.7755336234995,977.1447650587718,1,49,0,0
1484.645951235556,439.39947389513304,8,38,3,0
750.1431632648523,707.536085462886,7,27,1,0
586.3543317057511,380.713117285358,7,54,3,0
1711.0707287594037,827.3765549770859,4,66,2,0
1332.9256047918366,805.6523216370613,9,39,1,0
900.6053853773785,1154.5826499889235,6,30,0,0
1820.4607902090092,547.3308163502354,2,34,1,0
1246.2698537171434,800.5964414273719,1,26,1,1
1671.7188736255307,629.4202618616833,1,41,4,1
1227.0073925640436,988.7615345589043,9,61,1,0
2024.2991699527947,384.3502837173809,4,31,2,0
1902.1363369772816,823.5015938631843,5,63,3,0
1100.4143406083706,541.5908111649954,3,25,3,1
1588.628380381742,580.7435468674507,4,54,1,0
1458.150379834059,627.5257453345118,8,36,2,0
1747.4526230129395,675.6721189280032,4,45,4,0
814.0306157679582,565.1312870634125,9,63,5,0
1474.4205839993756,664.4139549511578,9,58,1,0
1623.369794739835,1073.4354172686553,6,47,2,0
496.50420543075427,895.6349056845655,2,24,3,0
726.69659493369,860.746377749069,7,43,2,0
400.0,463.33814219283875,9,57,2,0
1092.237266222177,333.2277515315027,6,63,3,0
1487.0169023183848,886.5901674713259,3,63,2,0
1800.942820838411,862.8140377589382,7,28,0,0
1229.6379121679101,1041.8012027252946,5,31,4,0
1851.4462182285167,418.80581220923114,1,38,1,1
647.9594167140434,531.1354033918959,3,25,0,0
518.6470242579381,108.15475124236974,5,20,3,0
1177.7809204413525,482.25866818173813,7,45,3,0
1353.626179575723,898.9711531738342,3,46,2,0
1186.9221007623628,460.0513862315406,6,40,3,0
400.0,792.1439385602471,5,35,1,0
1164.3519841948846,542.8490682006566,1,52,1,1
678.2121997980587,697.2171084664682,6,30,2,0
1467.8690195320155,255.6925830552998,8,29,3,0
1346.6392984387394,625.5628348901703,1,64,4,1
824.0480854690579,0.0,2,67,2,1
994.4532330653226,543.9311525514046,4,22,4,0
776.3145912444194,110.85802688545795,2,56,1,0
1174.9283610907312,961.7983549640448,9,28,0,0
1582.0569282004953,833.2222058293534,8,28,3,0
805.7095814657825,740.0012945898243,8,64,6,0
1401.6186062071379,1056.301868147814,4,59,3,0
987.8969526510236,315.3250437525488,5,64,3,0
882.8508670950623,1124.2089593746673,4,48,3,0
1157.187856018177,879.6574692781154,9,48,4,0
785.9030710322504,529.0334138343162,2,30,2,1
978.5402778611272,940.6860441548832,8,31,1,0
720.8488429644606,268.11194627650974,2,66,5,0
1985.8900531665558,352.6457515416979,1,62,3,0
1214.1054207886914,417.4230830280899,3,59,3,1
920.1097968029658,441.3066875807954,9,42,0,0
1285.5919642936888,283.0327071719242,3,50,0,0
1155.0687801236681,966.9249201285975,9,50,2,0
1111.6121601867108,522.3436798890505,7,32,2,0
1445.66668001737,705.7514905070639,1,33,2,1
1503.003084018922,428.89459007589585,5,61,0,0
987.799540955789,53.81900983544483,9,55,0,0
969.672703742128,681.0172075174266,3,23,2,1
1089.9793211393423,26.323507374066935,9,61,0,0
400.0,579.4097861743594,5,42,0,0
593.9235751205791,189.50548835015684,9,32,5,0
1746.7497069778099,1196.1827997692424,6,21,1,0
1857.9870854005135,873.4088166524166,9,21,2,0
1100.3855841774487,631.7261373814441,7,47,1,0
1430.6227852223064,979.1120032964006,7,51,0,0
1324.5000618174145,346.10520676027926,8,44,0,0
2431.552323382095,763.0438136010279,7,48,0,0
1647.8299645738307,659.943130115614,9,49,0,0
1148.8329634076933,679.206024400101,9,61,2,0
817.7838237598297,981.7060500320304,6,56,4,0
557.421471896971,819.7476308339407,7,69,0,0
1281.3854543468892,686.617098847507,2,26,1,0
897.4597018862787,103.53376913151118,9,58,3,0
631.0985161609303,311.9861114161609,1,25,1,1
941.3708463029893,563.1873199212828,1,31,2,0
767.380798554242,628.0117122829954,3,50,1,0
1874.8566540290258,260.93888259782284,6,40,4,0
1552.6559027797803,1323.5030026735262,5,38,3,0
1196.810943473353,1054.918216576072,2,29,1,0
1791.9776555560102,780.6354961177451,9,19,2,0
1230.9473230590472,621.6110583851234,4,30,1,0
855.4863194686945,536.3373090296545,4,21,4,0
1809.2496309078629,314.4244619933293,5,37,0,0
1415.5640174738635,623.2441555556587,8,67,5,0
785.1015382694175,677.3257620428252,4,68,2,0
1123.8645287665568,227.4718273555127,5,65,3,0
849.7526986460971,700.2529251734693,4,31,3,0
646.8801076142656,553.4222853525754,6,47,1,0
1570.4710190126566,27.657732636782725,3,46,2,1
1963.7666561880521,341.8844967661494,8,25,0,0
640.5729704723435,475.9183399735067,6,29,1,0
1425.1876946762284,1166.306297202057,5,58,0,0
939.7429723512691,766.9659373601274,2,55,4,0
1005.1498464941216,199.3555292700326,7,43,4,0
963.0424303044523,745.8108868252912,2,67,3,0
854.4036921280735,135.80880331849033,1,19,1,0
1219.4086511779308,924.8073161661221,7,57,4,0
867.6199534355849,458.6626044546364,5,31,1,0
1308.1827303119355,571.9091433782487,1,23,5,0
1179.9047562203452,997.738994262657,4,59,0,0
1104.4207812534362,213.850929424725,4,57,3,0
836.9745351833608,180.86454446610264,7,48,0,0
969.2914677726669,424.9202020961985,9,34,4,0
1502.1564903303024,911.513655305795,2,42,1,1
1400.3668750497523,144.19617735694726,1,49,2,0
808.9779020805795,0.0,2,29,2,0
1239.7329221716905,464.6523424773004,7,66,2,0
1500.5548493487156,765.5222399732761,6,30,1,0
532.2378875514513,960.0785249216488,4,36,2,0
1417.344076951974,461.05159137438034,1,61,3,0
934.9504964216613,476.57201786519926,1,65,1,0
1428.2394674372638,946.1702202767242,5,42,2,0
894.6963373829933,39.077490091373875,1,48,4,0
478.0471597341924,483.44376744509725,7,54,2,0
548.9830248467349,657.1271669775173,1,42,1,0
1219.2339786645528,734.7656163855103,1,33,0,0
1303.8890006885927,447.05799204273524,2,55,2,0
838.2733499582366,610.3323035117525,3,60,2,1
1455.4369835109496,0.0,1,66,2,1
535.391975092416,402.52547629984554,9,40,2,0
1173.5680805410734,736.0526137663402,8,31,0,0
715.5935200950173,305.3117897235961,5,23,3,0
939.2655568791363,617.6952664768792,2,42,1,1
1218.9594685265656,734.0617502408094,5,40,3,0
855.8346538864191,497.2352397426705,6,60,5,0
1046.17778230807,651.1391312989713,1,29,4,1
1602.5171236857761,311.18023041461635,4,30,2,0
969.2432521907405,538.016616091186,9,53,2,0
1534.2768448260567,783.0648508767667,2,56,5,0
748.1172581369527,647.0918882905303,5,51,0,0
1411.9216711661131,424.0406191308193,1,23,2,0
1776.6274482631602,667.2649212872379,4,55,4,0
400.0,814.3829371909853,4,67,6,0
881.2418978118093,0.0,6,69,0,0
1430.828850872216,947.7222194867693,9,57,2,0
1118.7818455828028,499.1235783956784,3,25,1,1
1348.4583493485236,727.6469799720691,9,25,1,0
958.4059253136718,959.1740770935684,6,57,3,0
1234.63591498916,188.49789083086023,7,50,3,0
1137.729105843168,387.167699271736,2,51,4,0
1667.112824663923,513.4353912372885,6,61,2,0
1301.7683373204852,364.87394366267154,6,32,4,0
1335.0410648300808,1120.4809727510426,2,53,4,0
1035.249213551013,342.96837185196216,2,52,4,0
1004.9575103710026,433.33596615394003,2,63,3,0
1026.9767248721516,661.316709480893,1,39,3,0
1357.7808569513188,239.35514217717338,5,40,3,0
1031.606207671895,481.29578647312087,8,57,1,0
1315.9099427585652,695.2359783750526,2,62,1,0
2030.1603194581755,500.14187868524664,5,68,3,0
1548.4498813726768,571.9839423300156,8,39,6,0
1069.5905871328634,441.20036626548875,5,22,0,0
1680.485568865578,145.6589072457699,2,48,2,0
1036.7698507913794,696.4779634017716,3,30,2,0
400.0,1126.4799214941725,6,45,0,0
796.7654756330384,605.5204892350314,5,37,7,0
451.6832315896577,667.5792351742648,4,50,3,0
1059.3946063834765,807.8168265350578,4,33,4,0
1207.3673516758206,219.20085103599024,5,46,6,0
1870.5749249101132,1110.7543974388816,2,40,2,0
