trip_id,user_id,start_station_id,end_station_id,start_time,end_time,duration_min
225,1443,23,35,2023-09-18 08:53:00,2023-09-18 09:21:31,28.53
226,1376,34,27,2023-05-15 20:09:00,2023-05-15 20:29:34,20.58
227,1216,45,25,2023-12-02 14:25:00,2023-12-02 14:55:27,30.46
228,1472,2,4,2023-03-31 16:23:00,2023-03-31 16:39:41,16.69
229,1337,1,4,2023-11-11 04:57:00,2023-11-11 05:49:04,52.07
230,1216,18,29,2023-02-08 01:36:00,2023-02-08 01:43:45,7.75
231,1208,48,50,2023-09-13 14:50:00,2023-09-13 14:58:40,8.68
232,1300,40,34,2023-08-23 03:58:00,2023-08-23 04:16:52,18.87
233,1122,49,44,2023-04-05 08:55:00,2023-04-05 08:58:59,3.99
234,1174,3,15,2023-01-26 19:12:00,2023-01-26 19:33:02,21.05
235,1188,30,1,2023-03-23 16:23:00,2023-03-23 17:07:47,44.79
236,1011,5,35,2023-07-28 15:00:00,2023-07-28 15:15:55,15.93
237,1345,49,47,2023-03-28 16:19:00,2023-03-28 16:41:35,22.59
238,1225,44,39,2023-01-05 23:07:00,2023-01-05 23:23:24,16.4
239,1137,25,39,2023-06-09 18:24:00,2023-06-09 18:39:30,15.51
240,1276,5,2,2023-11-26 07:56:00,2023-11-26 08:14:30,18.5
241,1174,16,12,2023-05-10 11:55:00,2023-05-10 12:03:57,8.95
242,1220,14,38,2023-10-13 22:54:00,2023-10-13 23:15:54,21.9
243,1119,39,19,2023-01-18 16:18:00,2023-01-18 16:34:23,16.4
244,1065,2,36,2023-10-04 17:06:00,2023-10-04 17:29:14,23.24
245,1217,41,18,2023-09-10 01:40:00,2023-09-10 02:19:34,39.57
246,1310,42,37,2023-10-14 22:40:00,2023-10-14 23:04:18,24.3
247,1338,41,46,2023-03-03 12:25:00,2023-03-03 12:59:31,34.52
248,1077,43,37,2023-03-09 12:38:00,2023-03-09 12:59:14,21.24
249,1249,28,46,2023-12-13 11:32:00,2023-12-13 11:35:01,3.03
250,1146,28,23,2023-08-19 06:28:00,2023-08-19 06:45:47,17.8
251,1323,24,49,2023-11-10 00:28:00,2023-11-10 01:02:25,34.43
252,1000,29,18,2023-11-09 03:38:00,2023-11-09 04:05:44,27.74
253,1243,32,27,2023-11-29 21:34:00,2023-11-29 22:13:15,39.26
254,1393,22,42,2023-11-19 08:33:00,2023-11-19 08:41:32,8.55
255,1135,36,50,2023-05-03 16:30:00,2023-05-03 16:57:02,27.04
256,1369,46,28,2023-02-28 22:18:00,2023-02-28 22:51:48,33.8
257,1268,15,19,2023-03-30 04:48:00,2023-03-30 05:10:44,22.74
258,1374,45,13,2023-06-09 22:32:00,2023-06-09 23:00:48,28.81
259,1152,36,32,2023-04-24 13:22:00,2023-04-24 13:28:07,6.13
260,1106,19,42,2023-06-29 15:58:00,2023-06-29 16:37:24,39.41
261,1302,18,9,2023-08-28 09:33:00,2023-08-28 09:45:08,12.14
262,1369,13,15,2023-04-27 14:38:00,2023-04-27 14:45:49,7.82
263,1236,50,45,2023-03-17 19:46:00,2023-03-17 20:03:57,17.96
264,1193,35,37,2023-03-26 17:23:00,2023-03-26 17:38:01,15.03
265,1139,46,37,2023-07-02 06:23:00,2023-07-02 06:57:18,34.3
266,1020,43,31,2023-12-24 21:52:00,2023-12-24 22:23:25,31.42
267,1261,8,8,2023-02-15 05:49:00,2023-02-15 06:10:08,21.15
268,1081,49,39,2023-03-23 08:53:00,2023-03-23 09:19:23,26.39
269,1075,21,33,2023-12-17 00:45:00,2023-12-17 00:49:28,4.48
270,1018,20,48,2023-01-15 17:21:00,2023-01-15 17:34:47,13.79
271,1141,50,32,2023-02-02 14:10:00,2023-02-02 14:15:21,5.36
272,1337,49,11,2023-01-30 06:04:00,2023-01-30 06:24:51,20.85
273,1117,49,38,2023-07-11 09:09:00,2023-07-11 09:27:26,18.44
274,1048,44,14,2023-04-28 01:57:00,2023-04-28 02:34:40,37.68
275,1356,45,18,2023-04-24 08:28:00,2023-04-24 08:44:58,16.97
276,1417,41,28,2023-10-24 07:42:00,2023-10-24 07:55:06,13.1
277,1057,36,1,2023-03-14 04:30:00,2023-03-14 04:44:11,14.19
278,1192,43,30,2023-10-08 06:33:00,2023-10-08 06:44:32,11.55
279,1347,35,23,2023-12-11 21:38:00,2023-12-11 22:27:53,49.9
280,1273,20,17,2023-08-24 09:37:00,2023-08-24 09:41:24,4.4
281,1073,20,8,2023-12-15 06:41:00,2023-12-15 06:46:54,5.91
282,1262,15,24,2023-03-21 10:38:00,2023-03-21 11:00:18,22.31
283,1226,21,16,2023-09-01 17:49:00,2023-09-01 18:12:56,23.94
284,1485,4,4,2023-12-06 06:47:00,2023-12-06 07:23:45,36.76
285,1056,39,26,2023-10-30 20:05:00,2023-10-30 20:22:11,17.2
286,1453,1,20,2023-08-15 09:22:00,2023-08-15 09:35:06,13.11
287,1067,43,3,2023-03-04 04:52:00,2023-03-04 04:54:07,2.12
288,1329,38,5,2023-02-16 07:58:00,2023-02-16 08:01:42,3.7
289,1058,28,18,2023-07-07 19:07:00,2023-07-07 19:19:38,12.64
290,1017,23,2,2023-04-24 11:37:00,2023-04-24 11:45:58,8.97
291,1466,2,16,2023-06-18 11:07:00,2023-06-18 11:18:16,11.28
292,1075,45,32,2023-07-03 01:34:00,2023-07-03 02:01:36,27.61
293,1281,17,32,2023-11-19 22:06:00,2023-11-19 22:31:55,25.93
294,1164,50,30,2023-01-25 04:27:00,2023-01-25 04:33:33,6.56
295,1312,4,25,2023-01-16 14:16:00,2023-01-16 14:50:14,34.24
296,1370,50,45,2023-01-09 06:24:00,2023-01-09 06:45:20,21.35
297,1347,38,13,2023-01-18 21:49:00,2023-01-18 21:54:03,5.06
298,1039,2,39,2023-03-17 01:04:00,2023-03-17 01:10:25,6.43
299,1413,15,17,2023-12-13 05:47:00,2023-12-13 06:03:43,16.72
300,1114,44,29,2023-03-31 20:45:00,2023-03-31 20:51:06,6.11
301,1384,32,39,2023-10-02 21:48:00,2023-10-02 22:15:52,27.88
302,1185,12,21,2023-11-01 08:02:00,2023-11-01 08:25:28,23.47
303,1137,31,27,2023-05-22 08:27:00,2023-05-22 08:53:03,26.05
304,1345,34,2,2023-04-06 21:22:00,2023-04-06 21:40:18,18.31
305,1363,12,45,2023-09-26 22:32:00,2023-09-26 23:00:17,28.28
306,1421,25,46,2023-12-20 20:08:00,2023-12-20 20:11:23,3.39
307,1008,47,20,2023-02-08 04:25:00,2023-02-08 04:45:06,20.11
308,1338,17,27,2023-09-05 10:45:00,2023-09-05 10:59:06,14.11
309,1066,23,17,2023-01-15 12:24:00,2023-01-15 12:30:55,6.92
310,1489,3,32,2023-08-22 21:47:00,2023-08-22 22:23:52,36.88
311,1002,8,45,2023-10-05 23:12:00,2023-10-05 23:24:41,12.69
312,1003,7,46,2023-02-10 00:49:00,2023-02-10 01:25:25,36.43
313,1443,22,19,2023-09-15 20:07:00,2023-09-15 20:16:52,9.87
314,1411,24,50,2023-01-23 20:55:00,2023-01-23 21:21:52,26.87
315,1334,9,23,2023-11-29 19:33:00,2023-11-29 19:46:20,13.34
316,1252,37,46,2023-12-12 16:10:00,2023-12-12 16:25:25,15.43
317,1133,40,36,2023-06-01 20:12:00,2023-06-01 20:38:16,26.28
318,1120,48,1,2023-02-28 11:46:00,2023-02-28 12:09:51,23.87
319,1158,2,1,2023-06-07 11:20:00,2023-06-07 12:21:12,61.21
320,1088,32,28,2023-12-18 12:02:00,2023-12-18 12:12:01,10.02
321,1412,47,39,2023-09-25 18:43:00,2023-09-25 18:54:12,11.21
322,1018,12,5,2023-07-13 11:30:00,2023-07-13 11:46:53,16.9
323,1125,50,6,2023-07-11 07:53:00,2023-07-11 08:21:06,28.11
324,1497,14,43,2023-07-08 05:48:00,2023-07-08 06:16:38,28.65
325,1016,28,22,2023-07-03 05:03:00,2023-07-03 05:35:55,32.93
326,1346,27,1,2023-06-28 23:10:00,2023-06-28 23:24:00,14.0
327,1243,49,28,2023-02-01 22:47:00,2023-02-01 23:00:32,13.54
328,1011,5,16,2023-08-09 06:06:00,2023-08-09 06:41:50,35.84
329,1292,29,42,2023-06-28 03:36:00,2023-06-28 03:56:41,20.69
330,1140,35,23,2023-12-10 10:44:00,2023-12-10 11:01:03,17.07
331,1473,10,46,2023-04-15 17:57:00,2023-04-15 18:01:38,4.63
332,1050,43,5,2023-03-13 17:02:00,2023-03-13 17:11:17,9.3
333,1136,5,10,2023-05-07 10:09:00,2023-05-07 10:10:29,1.49
334,1123,28,32,2023-05-12 02:01:00,2023-05-12 02:05:16,4.27
335,1056,17,50,2023-04-11 02:43:00,2023-04-11 02:55:27,12.45
336,1493,46,30,2023-10-28 11:53:00,2023-10-28 12:07:05,14.09
337,1415,15,15,2023-06-01 12:15:00,2023-06-01 12:20:53,5.9
338,1005,44,7,2023-01-26 20:32:00,2023-01-26 20:44:49,12.83
339,1308,45,17,2023-06-23 08:14:00,2023-06-23 08:30:36,16.61
340,1398,41,24,2023-08-26 21:16:00,2023-08-26 21:45:29,29.48
341,1219,7,34,2023-06-23 22:46:00,2023-06-23 22:50:58,4.97
342,1319,38,48,2023-08-23 23:32:00,2023-08-23 23:48:05,16.08
343,1416,41,34,2023-12-26 04:17:00,2023-12-26 04:21:41,4.69
344,1204,26,34,2023-01-07 09:17:00,2023-01-07 09:22:24,5.41
345,1236,48,28,2023-05-21 05:29:00,2023-05-21 05:37:59,8.99
346,1274,35,26,2023-03-05 22:32:00,2023-03-05 22:34:42,2.7
347,1115,7,41,2023-07-15 04:52:00,2023-07-15 05:03:20,11.34
348,1483,25,17,2023-09-20 19:19:00,2023-09-20 19:50:49,31.82
349,1217,23,24,2023-03-03 18:41:00,2023-03-03 18:53:27,12.46
350,1235,5,2,2023-09-05 05:22:00,2023-09-05 05:35:25,13.43
351,1120,30,36,2023-02-13 17:06:00,2023-02-13 17:24:37,18.62
352,1290,8,32,2023-03-20 14:32:00,2023-03-20 14:59:57,27.96
353,1402,6,32,2023-10-17 04:51:00,2023-10-17 05:21:29,30.49
354,1364,10,18,2023-09-25 10:42:00,2023-09-25 11:20:53,38.89
355,1343,15,27,2023-12-19 22:39:00,2023-12-19 22:57:33,18.56
356,1467,44,5,2023-03-30 02:57:00,2023-03-30 03:17:45,20.76
357,1220,5,12,2023-06-25 16:07:00,2023-06-25 16:18:39,11.66
