transaction_id,customer_id,product_id,quantity,date
346,3348,25,2,2020-05-01
347,2827,60,1,2023-08-10
348,3217,160,1,2023-05-15
349,3196,164,3,2021-07-22
350,1291,66,4,2023-02-11
351,2341,56,5,2022-06-15
352,3248,18,4,2022-05-02
353,2728,78,5,2021-12-10
354,3696,168,5,2020-11-16
355,3327,75,3,2022-06-15
356,1536,95,3,2022-02-27
357,2090,181,5,2021-05-06
358,3190,92,3,2020-03-01
359,2458,175,2,2022-04-27
360,1315,103,4,2020-03-05
361,3004,104,4,2021-08-08
362,3295,6,3,2023-07-20
363,1962,56,1,2021-06-18
364,2922,93,4,2021-11-23
365,3467,44,4,2023-03-31
366,3460,61,5,2021-03-27
367,3233,112,3,2020-01-02
368,1453,28,2,2021-03-09
369,1061,58,5,2023-01-09
370,2314,11,5,2021-10-13
371,2845,62,1,2023-09-25
372,1437,111,1,2021-03-13
373,2154,67,5,2022-12-17
374,2722,21,3,2022-06-20
375,1986,70,5,2023-01-25
376,2680,52,2,2021-04-05
377,2965,83,4,2020-01-27
378,3668,36,2,2023-01-25
379,3347,138,4,2021-09-12
380,2341,106,3,2020-07-03
381,3669,51,5,2023-02-27
382,1758,51,2,2022-04-27
383,1963,46,5,2023-03-23
384,3897,15,3,2020-03-19
385,3288,24,3,2021-02-16
386,3913,179,2,2020-06-17
387,1809,100,1,2021-08-05
388,2268,68,3,2023-08-30
389,2186,56,2,2022-12-02
390,1962,141,1,2022-10-21
391,2711,155,5,2020-09-26
392,1586,101,4,2021-06-01
393,3985,46,2,2021-08-05
394,2105,66,2,2020-08-13
395,1521,43,4,2022-07-05
396,2529,39,4,2023-05-17
397,3410,3,1,2020-03-14
398,2583,14,3,2023-04-29
399,2426,98,2,2020-02-25
400,2053,94,1,2020-02-01
401,3618,146,3,2020-10-10
402,1513,146,1,2020-07-05
403,2094,163,2,2024-01-05
404,1955,69,2,2021-09-30
405,2227,41,4,2020-04-23
406,3945,105,5,2023-07-18
407,2174,8,1,2023-05-23
408,1018,163,4,2021-03-22
409,3832,171,2,2022-09-19
410,1720,103,3,2020-03-14
411,1745,51,1,2020-04-10
412,2712,193,3,2023-02-14
413,2454,16,1,2021-03-04
414,2858,65,1,2021-10-18
415,2710,113,5,2022-04-04
416,2781,67,2,2023-10-07
417,3503,184,1,2023-09-03
418,3378,188,1,2022-04-15
419,2833,62,1,2023-07-20
420,3540,126,5,2022-03-28
421,1739,53,2,2023-09-26
422,3449,178,5,2021-11-25
423,1650,125,5,2020-05-31
424,2310,13,2,2022-07-01
425,1310,16,2,2021-05-10
426,1108,180,4,2020-04-10
427,1683,183,5,2023-01-10
428,3107,89,1,2020-03-13
429,2956,167,1,2020-06-05
430,1831,26,4,2023-09-23
431,1830,48,3,2023-11-28
432,1698,122,3,2020-09-21
433,2331,135,5,2023-01-07
434,3627,100,3,2022-09-14
435,2461,65,5,2020-09-03
436,3945,135,3,2022-05-07
437,2534,81,4,2021-06-21
438,2650,14,1,2023-03-23
439,3376,6,2,2020-04-01
440,1297,172,1,2020-12-03
441,3610,185,5,2023-02-28
442,2689,132,2,2022-03-20
443,1506,151,3,2020-09-29
444,1409,90,4,2021-08-10
445,3031,88,1,2022-04-10
446,3118,162,3,2022-12-08
447,1973,142,2,2023-10-10
448,3981,178,4,2022-05-17
449,3832,189,5,2022-12-05
450,2293,101,4,2022-06-30
451,3714,188,5,2022-04-01
452,1303,107,1,2021-07-14
453,2673,18,1,2023-07-13
454,2940,152,2,2023-05-08
455,2707,20,5,2021-05-01
456,3081,191,4,2023-03-03
457,2913,162,4,2023-09-21
458,3708,180,1,2023-09-19
459,1954,110,3,2021-10-27
460,1518,164,2,2023-09-19
461,3999,132,1,2021-06-21
462,3080,102,1,2020-10-27
463,3691,46,4,2022-08-20
464,1108,160,4,2020-03-08
465,1347,63,5,2021-04-03
466,3416,52,2,2021-02-01
467,3901,198,4,2023-08-02
468,3516,99,1,2023-03-09
469,1772,46,2,2021-07-09
470,3939,126,1,2022-02-19
471,2174,137,2,2022-01-17
472,1715,155,2,2021-10-22
473,2799,176,4,2022-09-22
474,2488,151,2,2022-01-15
475,2995,59,1,2020-03-27
476,3425,22,5,2022-03-01
477,2347,189,1,2023-07-01
478,2144,174,4,2020-05-09
479,3297,147,4,2023-07-23
480,2623,44,3,2021-07-11
481,1983,115,3,2023-04-21
482,2226,63,4,2023-09-07
483,3437,153,4,2020-03-18
484,3495,52,3,2021-11-04
485,3474,124,4,2020-08-25
486,1258,3,5,2023-04-30
487,2368,183,4,2020-10-04
488,3368,2,2,2021-06-07
489,3607,64,4,2020-05-02
490,2907,131,5,2022-12-10
491,3965,116,3,2020-03-24
492,2878,27,3,2021-07-18
493,2756,182,3,2020-12-22
494,1995,79,3,2022-12-28
495,3848,69,3,2020-05-22
496,1760,131,3,2021-01-12
497,3224,56,5,2021-06-18
498,3091,187,5,2023-08-09
499,2672,90,1,2023-07-18
500,3184,29,3,2020-04-02
501,1944,19,1,2023-03-23
502,1382,166,5,2022-04-19
503,3371,188,5,2022-06-07
504,3207,156,3,2021-02-25
505,2476,99,2,2021-04-16
506,1280,79,5,2021-06-30
507,2915,117,2,2020-12-29
508,1382,123,2,2023-04-07
509,1543,37,2,2021-09-25
510,3715,127,1,2022-08-20
511,3638,155,3,2022-02-18
512,1347,124,4,2022-07-26
513,1894,82,5,2022-05-15
514,3352,130,2,2023-01-13
515,1476,55,1,2023-03-01
516,3316,41,2,2020-07-15
517,2039,156,3,2021-10-03
518,1561,153,4,2023-01-09
519,1316,58,2,2022-05-15
520,3455,17,5,2020-11-02
521,2357,144,3,2024-01-10
522,3849,149,1,2022-06-13
523,1747,51,4,2022-04-20
524,1471,183,2,2021-06-03
525,2754,113,2,2021-09-27
526,1517,120,5,2022-01-09
527,2322,137,2,2021-04-13
528,1616,38,4,2023-02-09
529,2585,137,4,2021-04-21
530,3504,32,2,2021-04-04
531,1957,114,5,2022-01-21
532,3399,159,2,2022-09-07
533,3310,78,5,2020-08-23
534,1757,27,2,2021-04-22
535,1670,11,4,2020-08-03
536,3515,41,1,2023-02-26
537,1662,80,2,2023-12-16
538,3991,2,5,2020-03-26
539,3147,135,4,2023-10-30
540,1311,6,2,2023-11-14
541,1040,50,1,2022-12-10
542,1682,92,2,2023-08-10
543,3213,38,3,2020-09-22
544,3699,135,5,2023-06-25
545,1751,56,5,2020-02-26
546,3228,100,1,2024-01-06
547,2914,127,2,2022-01-01
548,3047,76,1,2022-01-25
549,1244,183,4,2023-08-14
550,2145,172,3,2020-04-19
551,1067,70,1,2023-04-18
552,1990,115,2,2021-06-27
553,2016,91,2,2020-01-25
554,3505,38,3,2022-03-01
555,3029,154,2,2020-02-26
556,2392,192,4,2020-08-19
557,1611,142,5,2021-07-29
558,1841,129,1,2023-05-21
559,3128,41,2,2021-06-13
560,1635,130,1,2020-08-16
561,1273,152,2,2021-08-18
562,3878,174,3,2021-03-10
563,3017,70,2,2022-10-17
564,1294,88,2,2021-09-13
565,1143,83,5,2020-11-04
566,3926,76,2,2020-12-08
567,2788,132,4,2020-06-25
568,2198,192,3,2020-07-12
569,3494,57,2,2023-05-26
570,1531,62,4,2023-03-30
571,1466,28,5,2022-12-01
572,3364,99,3,2020-07-28
573,3401,180,5,2022-05-11
574,3488,16,3,2022-08-11
575,1440,156,3,2023-08-26
576,3343,81,1,2020-05-19
577,1604,11,2,2022-10-13
578,2762,104,2,2020-02-26
579,1023,73,5,2023-12-04
580,1554,197,5,2023-09-24
581,1654,162,5,2023-07-06
582,2554,184,2,2021-09-07
583,2797,51,3,2021-11-28
584,1685,123,2,2023-07-02
585,1818,181,4,2022-06-16
586,3343,50,3,2023-02-05
587,1016,191,4,2021-08-16
588,2830,77,5,2021-04-29
589,3025,121,4,2023-07-05
590,2059,40,5,2020-10-08
591,1785,174,2,2023-01-16
592,3091,3,4,2020-01-16
593,3570,78,4,2020-11-24
594,2738,21,5,2023-11-21
595,2141,83,5,2024-01-22
596,3819,28,2,2022-04-24
597,3413,183,1,2020-12-31
598,2018,31,2,2021-10-16
599,2004,87,2,2022-01-29
600,1618,43,4,2021-02-19
601,3641,16,3,2020-09-11
602,2982,105,4,2021-12-10
603,1527,101,1,2022-06-18
604,3972,90,3,2020-01-26
605,1783,68,5,2021-02-24
606,2868,122,5,2021-05-10
607,2376,25,5,2020-08-24
608,2316,181,1,2020-08-06
609,2504,128,5,2021-10-24
610,2277,64,3,2023-03-13
611,1417,21,5,2020-09-11
612,3804,13,4,2021-09-07
613,1247,71,5,2022-05-23
614,1604,18,1,2020-10-26
615,3818,67,4,2020-12-22
616,3023,189,1,2021-06-07
617,3294,98,5,2022-08-07
618,1409,105,4,2020-10-10
619,3096,200,3,2020-07-15
620,1988,114,2,2022-05-27
621,1510,136,2,2021-09-06
622,3163,83,2,2023-10-20
623,1731,69,2,2021-08-12
624,2576,81,3,2022-12-01
625,1599,32,4,2023-04-19
626,2857,91,1,2020-03-11
627,2633,22,1,2023-05-08
628,3696,67,5,2022-02-06
629,1652,158,3,2021-01-11
630,1577,158,5,2020-08-08
631,2376,11,3,2020-06-30
632,1685,89,3,2021-06-05
633,3688,149,4,2022-10-10
634,2133,64,4,2022-05-12
635,3365,8,2,2022-04-27
636,2167,140,4,2023-07-28
637,3762,170,4,2023-12-14
638,3521,135,5,2022-08-20
639,3520,20,1,2021-07-26
640,2082,104,5,2021-10-19
641,2823,105,3,2022-12-22
642,2578,18,1,2020-08-13
643,3379,67,1,2022-02-10
644,3337,164,5,2023-12-19
645,3289,59,5,2021-03-09
646,2557,174,4,2021-11-12
647,2727,143,4,2022-12-28
648,1518,10,2,2022-01-15
649,3476,79,1,2023-04-05
650,1154,89,2,2021-01-02
651,1856,96,3,2022-05-08
652,2097,102,3,2023-04-08
653,2380,180,2,2021-07-14
654,3285,51,4,2021-03-08
655,1948,38,3,2022-08-26
656,1733,84,4,2020-07-17
657,2821,90,2,2021-04-16
658,2720,68,3,2021-11-19
659,3165,74,4,2021-04-18
660,2016,174,1,2023-10-22
661,2625,98,5,2022-06-29
662,1497,101,3,2024-01-15
663,2921,22,4,2022-07-14
664,1466,17,4,2021-12-07
665,3896,193,1,2022-05-03
666,2231,104,2,2022-10-13
667,2992,182,2,2021-05-17
668,3916,30,4,2022-03-27
669,3912,28,4,2023-08-27
670,3020,98,5,2021-12-08
671,3672,25,4,2023-12-09
672,3887,198,2,2023-06-23
673,3512,127,5,2023-01-12
674,3306,177,4,2021-06-11
675,2113,156,5,2022-07-05
676,2093,200,1,2022-10-06
677,2900,102,5,2020-11-28
678,3278,118,3,2021-02-17
679,2086,149,5,2023-11-26
680,1477,49,4,2022-05-17
681,2820,149,4,2022-03-30
682,1726,117,3,2020-12-30
683,2643,184,4,2022-10-27
684,3990,98,1,2021-03-03
685,3792,164,5,2021-08-02
686,3555,20,3,2021-06-29
687,2983,92,2,2020-11-20
688,3501,123,2,2022-09-18
689,2326,78,2,2023-08-13
690,2592,176,5,2020-08-18
691,2165,132,5,2021-01-28
692,2946,180,2,2023-10-13
693,3142,190,3,2024-01-07
694,2570,143,3,2023-11-29
695,3752,33,1,2021-08-26
696,2884,125,1,2023-01-06
697,2931,26,5,2022-11-19
698,3683,94,5,2020-02-18
699,2268,48,1,2023-03-14
700,3243,56,5,2022-12-17
701,3396,147,1,2021-04-23
702,1890,67,4,2024-01-08
703,1397,54,3,2020-05-26
704,2754,20,4,2023-08-22
705,3540,3,1,2022-10-12
706,1876,117,1,2021-03-21
707,3273,172,5,2023-11-02
708,1939,43,4,2023-07-13
709,2805,88,1,2022-06-15
710,1637,189,2,2020-08-06
711,1392,152,5,2020-04-01
712,1180,157,4,2022-07-04
713,2610,83,1,2020-06-04
714,1289,57,5,2021-09-23
715,1368,98,5,2022-12-16
716,1918,161,5,2020-01-19
717,2712,38,1,2023-05-01
718,3433,116,5,2023-11-11
719,1576,28,2,2020-10-03
720,1713,52,3,2022-01-14
721,2058,59,3,2023-03-22
722,2494,98,5,2022-09-24
723,3771,114,5,2020-02-24
724,2649,5,4,2023-12-30
725,3869,108,4,2020-04-18
726,3268,181,2,2023-04-22
727,3952,66,3,2021-01-07
728,1136,191,5,2020-07-19
729,3511,31,1,2021-05-23
730,3460,122,2,2020-10-01
731,1145,86,3,2021-05-18
732,1110,6,2,2020-02-11
733,2479,69,3,2022-02-26
734,2961,9,1,2022-11-06
735,1832,5,3,2022-07-31
736,1962,26,2,2021-07-28
737,2216,46,4,2022-11-08
738,3878,164,1,2022-04-16
739,2552,78,2,2023-10-28
740,3982,137,3,2023-01-09
741,1182,167,4,2021-02-27
742,3502,159,5,2023-11-12
743,3627,194,1,2020-07-22
744,2668,135,4,2021-12-28
745,3813,15,5,2020-07-14
746,3251,81,3,2020-01-14
747,2760,61,5,2023-03-15
748,2654,153,2,2022-12-16
749,1521,130,3,2022-02-18
750,3398,183,2,2021-06-12
751,3189,134,3,2023-07-26
752,2320,15,1,2021-10-02
753,1200,95,4,2023-07-12
754,2315,144,4,2022-07-08
755,2369,186,4,2021-02-22
756,3758,108,3,2023-05-19
757,1150,149,5,2023-01-04
758,2323,99,4,2023-09-06
759,2287,198,5,2021-03-08
760,1643,63,5,2021-10-02
761,1717,4,2,2022-12-06
762,3486,192,3,2023-01-24
763,2566,63,4,2022-05-03
764,3248,95,2,2022-11-16
765,1301,17,4,2021-06-13
766,3647,69,3,2021-11-09
767,2499,168,1,2022-09-15
768,3405,83,2,2021-03-03
769,2544,24,2,2022-07-20
770,2404,2,2,2022-11-27
771,1520,81,3,2021-05-25
772,3268,164,1,2021-12-13
773,2468,112,3,2021-06-30
774,1777,154,2,2021-01-23
775,2470,111,4,2020-06-06
776,3527,43,4,2020-06-15
777,3618,141,4,2022-08-17
778,2234,122,1,2023-12-06
779,3408,123,4,2020-07-12
780,1217,88,3,2021-12-18
781,1937,192,4,2022-06-11
782,2109,195,4,2024-01-26
783,3143,197,1,2020-01-01
784,3053,104,1,2023-10-06
785,2724,35,4,2021-09-09
786,2279,86,5,2020-06-26
787,2505,25,2,2023-10-13
788,3894,173,4,2022-06-26
789,3510,196,2,2021-03-25
790,3950,16,2,2021-04-07
791,1512,38,4,2020-05-01
792,3074,134,1,2023-05-04
793,2170,128,1,2023-06-29
794,2016,147,3,2021-05-17
795,1339,152,2,2021-12-10
796,2831,1,2,2020-02-14
797,3451,96,2,2023-04-17
798,1200,191,2,2021-07-09
799,2898,92,2,2023-10-12
800,1684,111,2,2023-12-10
801,2465,112,3,2021-05-29
802,3289,100,2,2021-05-23
803,3117,1,4,2023-01-21
804,1817,165,1,2023-07-16
805,3753,145,2,2022-10-24
806,3600,39,2,2023-06-08
807,2132,81,1,2022-12-11
808,1879,100,3,2020-11-20
809,2796,180,2,2021-12-17
810,3940,89,3,2020-10-03
811,3966,162,4,2020-05-31
812,2472,78,3,2020-09-15
813,1414,118,4,2022-10-13
814,2011,131,5,2023-04-06
815,2088,198,3,2022-12-15
816,3976,165,4,2021-04-17
817,2704,132,5,2023-09-09
818,2837,62,5,2021-10-28
819,1777,123,1,2023-12-14
820,1347,115,1,2020-12-20
821,1629,17,1,2022-02-08
822,2062,53,1,2020-06-28
823,1186,97,2,2022-03-30
824,1719,113,4,2020-06-19
825,2260,198,3,2021-04-18
826,2926,138,3,2021-03-14
827,2263,35,3,2020-08-14
828,1809,38,4,2021-03-17
829,2708,106,4,2021-12-28
830,3706,200,5,2020-03-24
831,2149,27,5,2021-11-23
832,2588,200,5,2023-07-15
833,3661,117,5,2023-02-17
834,1789,16,2,2020-12-18
835,1858,173,1,2020-02-09
836,1533,15,5,2020-09-15
837,2869,44,5,2021-12-30
838,2852,10,3,2022-04-18
839,2128,20,5,2020-07-02
840,3248,175,2,2023-02-13
841,1711,87,2,2021-06-26
842,1979,148,3,2023-06-14
843,3653,54,5,2022-12-25
844,3121,39,1,2021-03-22
845,3132,6,4,2021-03-16
846,2525,69,2,2021-04-08
847,1325,172,1,2021-01-30
848,2981,97,1,2021-01-29
849,3199,43,5,2023-01-19
850,2767,61,2,2020-08-01
851,1965,15,4,2023-09-20
852,3078,32,4,2021-01-03
853,3628,105,5,2020-02-18
854,1153,114,4,2023-08-05
855,3958,183,2,2023-06-16
856,2429,66,5,2022-09-25
857,1287,73,2,2023-04-04
858,2689,55,5,2021-04-23
859,1593,46,2,2021-11-12
860,2564,92,3,2021-11-18
861,3674,3,4,2020-03-22
862,1364,103,1,2020-01-16
863,3843,79,3,2021-05-28
864,3445,109,5,2021-11-11
865,2612,25,3,2023-10-30
866,3171,70,4,2020-06-29
867,3495,156,5,2021-10-21
868,1237,131,5,2023-08-30
869,2368,139,5,2022-07-11
870,2760,199,2,2020-05-07
871,3435,74,2,2021-07-18
872,3638,200,3,2021-07-03
